cand,players,tag,salary,book_rank,book_rank_cov,sel_mean,sel_p194,aud_mean,aud_p194,gen_mean,book_rank_wemax,actual,actual_rank,actual_payout,e_payout,p_cash,p_top1000,p_top100,sim_mean,sim_q99,e_payout_capped,e_log
620,"00-0033293,00-0036264,00-0036963,00-0037240,00-0038124,00-0038994,00-0038996,00-0040242,JAX_DST",boom,49400,,,116.35635,0.0024,116.35635,0.0019,116.35635,,142.48000000000002,406795,0.0,3.2441,0.1724,0.0021,0.0002,116.35635,179.3451,2.8441,0.4207254850419278
621,"00-0034753,00-0036223,00-0036355,00-0036973,00-0038544,00-0039849,00-0039915,00-0040666,JAX_DST",boom,49000,35.0,32.0,126.59622,0.0086,126.59622,0.0107,126.59622,46.0,113.56,696176,0.0,5.6161,0.2925,0.0045,0.0005,126.59624,192.96605,5.0161,0.722350026691016
622,"00-0033921,00-0034844,00-0034855,00-0036900,00-0036912,00-0038129,00-0038393,00-0039361,JAX_DST",boom,49300,30.0,3.0,123.62291,0.0102,123.62291,0.0099,123.62291,12.0,98.64,778727,0.0,110.9684,0.2628,0.0069,0.0016,123.62291,194.42392,6.1184,0.6597959306798523
623,"00-0030279,00-0032764,00-0034753,00-0034796,00-0038129,00-0038559,00-0039064,00-0039139,LAC_DST",boom,49000,,,115.29216,0.0043,115.292175,0.0044,115.292175,,169.16,144843,8.0,4.2037,0.1653,0.0025,0.0005,115.29216,185.40172,3.0037,0.40571388142995735
624,"00-0035261,00-0036410,00-0036442,00-0036554,00-0038544,00-0038597,00-0039361,00-0039814,JAX_DST",boom,49200,,,119.5975,0.003,119.5975,0.0024,119.5975,,106.46,741644,0.0,2.9946,0.193,0.0014,0.0002,119.5975,180.46075,2.4946,0.45754232617732704
625,"00-0037248,00-0037252,00-0039040,00-0039893,00-0039918,00-0039919,00-0040124,00-0040735,JAX_DST",boom,49900,,,118.3583,0.0019,118.358284,0.0017,118.3583,,110.76,715393,0.0,2.7428,0.1959,0.0023,0.0001,118.3583,177.00504,2.6928,0.46916580834335664
626,"00-0035659,00-0035662,00-0036259,00-0037744,00-0037809,00-0039040,00-0039139,00-0039910,JAX_DST",boom,49500,,,111.67714,0.0008,111.677124,0.0006,111.67714,,110.36,718017,0.0,12.5853,0.1048,0.0013,0.0004,111.67714,167.30019,1.7353,0.2513916780700341
627,"00-0034981,00-0036554,00-0036900,00-0039040,00-0039139,00-0039163,00-0039491,00-0039875,PHI_DST",boom,50000,,,119.1359,0.0013,119.1359,0.0016,119.1359,,134.66,494980,0.0,8.1329,0.1756,0.0008,0.0001,119.13589,175.56802,2.2329,0.41565106635091126
628,"00-0033119,00-0036322,00-0038559,00-0038597,00-0039065,00-0039849,00-0040666,00-0040735,JAX_DST",boom,49900,,,117.2776,0.0013,117.2776,0.0015,117.2776,,123.98,607514,0.0,2.8971,0.1611,0.002,0.0003,117.27761,178.4001,2.4971,0.3867059836910812
629,"00-0030279,00-0032764,00-0033921,00-0035710,00-0037664,00-0037744,00-0039361,00-0040719,JAX_DST",boom,49400,,,115.75458,0.0017,115.75458,0.0016,115.75458,,144.54000000000002,383395,0.0,2.6941,0.1619,0.0014,0.0002,115.75458,176.41074,2.2941,0.38890226025109725
630,"00-0034975,00-0035710,00-0036410,00-0036900,00-0037664,00-0038997,00-0040663,00-0040666,JAX_DST",boom,49000,,,117.090126,0.0017,117.090126,0.0035,117.090126,,68.14,828698,0.0,13.4193,0.1625,0.0021,0.0004,117.090126,179.33118,2.6693,0.3909376308640151
631,"00-0036912,00-0036973,00-0037238,00-0037252,00-0038128,00-0039040,00-0039880,00-0040122,JAX_DST",boom,49000,,,118.98902,0.0041,118.98902,0.0041,118.98901,74.0,116.7,672403,0.0,15.1454,0.1951,0.0041,0.0006,118.98902,183.39847,3.9954,0.4856301926990307
632,"00-0034844,00-0036410,00-0036442,00-0036900,00-0037311,00-0037740,00-0038640,00-0039040,JAX_DST",boom,49600,,,116.56105,0.0015,116.561035,0.0017,116.56105,,73.75999999999999,826190,0.0,1.3208,0.1342,0.0004,0.0,116.56105,174.91823,1.3208,0.30859136260053527
633,"00-0035644,00-0036900,00-0037228,00-0037239,00-0037291,00-0039139,00-0040126,00-0040743,JAX_DST",boom,49700,,,125.364136,0.0033,125.364136,0.0032,125.364136,,144.5,383697,0.0,2.8056,0.2257,0.0012,0.0001,125.364136,184.00836,2.7056,0.5282188490293535
634,"00-0034960,00-0036900,00-0036971,00-0038542,00-0038935,00-0039915,00-0040719,00-0041037,JAX_DST",boom,49400,,,117.6498,0.0024,117.64979,0.0021,117.64979,,139.0,446185,0.0,4.3857,0.1757,0.0033,0.0005,117.6498,180.96223,3.2857,0.4311115313253986
635,"00-0033858,00-0036264,00-0036275,00-0036963,00-0037525,00-0038997,00-0039139,00-0040667,JAX_DST",boom,49000,,,116.01149,0.0015,116.01149,0.001,116.01149,,179.28,82598,8.0,105.8437,0.14,0.0011,0.0002,116.01149,174.06218,2.0437,0.33142603396064285
636,"00-0035208,00-0036040,00-0037239,00-0037240,00-0038542,00-0039065,00-0039139,00-0040743,JAX_DST",boom,49000,,,121.2749,0.0062,121.2749,0.0046,121.2749,,176.5,97149,8.0,2.6062,0.2068,0.0013,0.0001,121.2749,187.17677,2.5562,0.48751279497871736
637,"00-0030279,00-0032764,00-0034753,00-0034796,00-0036252,00-0036900,00-0038454,00-0039064,JAX_DST",boom,49400,,,115.59005,0.0052,115.59005,0.0046,115.59005,,140.26,431998,0.0,5.0028,0.172,0.0038,0.0005,115.590065,185.93593,3.4528,0.4272801662965306
638,"00-0031588,00-0034753,00-0034796,00-0036223,00-0036550,00-0036963,00-0038544,00-0040666,JAX_DST",boom,49500,,,121.10763,0.0043,121.10763,0.0047,121.107635,,134.16000000000005,500578,0.0,3.3051,0.2058,0.0023,0.0002,121.107635,183.43079,3.2551,0.4977346457691491
639,"00-0031588,00-0034351,00-0036389,00-0036554,00-0036973,00-0038393,00-0039139,00-0041438,JAX_DST",boom,49600,,,122.31295,0.0031,122.31295,0.0035,122.31295,,173.62,114647,8.0,13.3056,0.2149,0.0028,0.0002,122.31295,181.1231,3.1056,0.513117058982801
640,"00-0033119,00-0033921,00-0037228,00-0037744,00-0038994,00-0039139,00-0039391,00-0039849,JAX_DST",boom,49500,,,114.139015,0.001,114.139015,0.0006,114.139015,,115.48,681778,0.0,1.7102,0.1284,0.0013,0.0,114.13902,170.53996,1.7102,0.30488845970645195
641,"00-0033106,00-0035544,00-0035685,00-0036040,00-0036275,00-0036554,00-0036963,00-0040666,JAX_DST",boom,49500,,,122.3011,0.0025,122.3011,0.0031,122.3011,,167.33999999999995,158571,8.0,2.9037,0.2078,0.0021,0.0001,122.3011,179.71855,2.7537,0.4902984495577229
642,"00-0034351,00-0035659,00-0037740,00-0037742,00-0038542,00-0039910,00-0040666,00-0040719,JAX_DST",boom,49200,,,113.872986,0.0006,113.87298,0.0006,113.87298,,122.06,625584,0.0,1.732,0.1314,0.0009,0.0001,113.872986,169.79218,1.732,0.30982303124029215
643,"00-0036264,00-0036963,00-0038544,00-0038994,00-0038996,00-0039139,00-0039146,00-0040242,JAX_DST",boom,49800,,,120.8756,0.0033,120.8756,0.0022,120.87559,,134.58,496016,0.0,2.4922,0.1971,0.0018,0.0,120.8756,180.10054,2.4922,0.47173035992545975
644,"00-0035685,00-0036554,00-0037248,00-0038124,00-0039163,00-0040126,00-0040138,00-0040735,JAX_DST",boom,49100,,,113.5237,0.0028,113.5237,0.0037,113.5237,,144.95999999999998,378592,0.0,6.239,0.1625,0.0053,0.0011,113.5237,180.77045,4.239,0.4145390439862774
645,"00-0035659,00-0036410,00-0036442,00-0036900,00-0038129,00-0038597,00-0039391,00-0041489,JAX_DST",boom,49600,,,114.97858,0.0028,114.97856,0.003,114.97858,,68.06,828716,0.0,1.9256,0.1531,0.0011,0.0,114.97858,180.34349,1.9256,0.3654109491714293
646,"00-0033106,00-0036040,00-0036963,00-0037091,00-0037240,00-0037248,00-0039139,00-0040128,JAX_DST",boom,49700,,,120.945015,0.0066,120.945015,0.006,120.945015,,140.84000000000003,425610,0.0,2.5376,0.2062,0.0013,0.0,120.94502,188.51149,2.5376,0.49196547598477025
647,"00-0036259,00-0036900,00-0038542,00-0038994,00-0038996,00-0039146,00-0039923,00-0040122,JAX_DST",boom,49500,,,115.020226,0.0011,115.020226,0.0014,115.020226,,97.7,782133,0.0,6.4533,0.1436,0.0021,0.0002,115.020226,174.48303,2.4033,0.34627630446079294
648,"00-0033858,00-0035228,00-0035685,00-0036275,00-0036322,00-0038994,00-0039040,00-0040735,JAX_DST",boom,49600,,,117.774925,0.0034,117.77494,0.0023,117.77494,,137.22,466430,0.0,3.8483,0.1843,0.0023,0.0003,117.774925,180.04741,2.8983,0.4464104366623189
649,"00-0031588,00-0033246,00-0036389,00-0036912,00-0037248,00-0039919,00-0040122,00-0040124,JAX_DST",boom,49600,,,114.45473,0.001,114.45473,0.0009,114.45473,,125.82,589711,0.0,1.7538,0.1371,0.001,0.0,114.454735,171.73781,1.7538,0.32307888184688677
650,"00-0033858,00-0036223,00-0036264,00-0036410,00-0038597,00-0038994,00-0038996,00-0039915,JAX_DST",boom,49000,,,118.18928,0.0012,118.18928,0.0013,118.18928,,126.98,578002,0.0,2.8338,0.1689,0.0011,0.0004,118.18928,174.05878,2.3338,0.3996222215720916
651,"00-0035229,00-0036264,00-0038124,00-0038542,00-0038544,00-0039040,00-0039146,00-0040122,JAX_DST",boom,49200,44.0,,120.9049,0.0017,120.9049,0.0018,120.904884,71.0,173.07999999999998,118216,8.0,4.395,0.2091,0.0032,0.0005,120.9049,179.86671,3.745,0.5097104821155284
652,"00-0023459,00-0035640,00-0035685,00-0036894,00-0037740,00-0038120,00-0038542,00-0039915,JAX_DST",boom,49100,,,120.7262,0.0018,120.72619,0.0029,120.7262,,165.24,175021,0.0,5.2854,0.2154,0.0033,0.0005,120.7262,179.56056,3.5854,0.5246756208308512
653,"00-0033119,00-0037239,00-0037744,00-0038597,00-0039811,00-0039849,00-0039890,00-0040666,JAX_DST",boom,49700,,,119.4247,0.0019,119.4247,0.0013,119.4247,,130.27999999999997,543286,0.0,2.9646,0.1817,0.0028,0.0001,119.4247,176.80156,2.8146,0.4387240953436571
654,"00-0031610,00-0036554,00-0037248,00-0038597,00-0038608,00-0039163,00-0039919,00-0040124,JAX_DST",boom,49100,,,113.97625,0.0014,113.97625,0.001,113.97625,,107.96,733005,0.0,3.0588,0.1451,0.0015,0.0004,113.97625,172.74043,2.3088,0.3522187853671493
655,"00-0033119,00-0036900,00-0037744,00-0038559,00-0039040,00-0039391,00-0039849,00-0039919,MIN_DST",boom,50000,,,112.31532,0.002,112.31532,0.0016,112.31532,,84.88,814655,0.0,3.0306,0.1375,0.0027,0.0001,112.31532,176.53853,2.3806,0.33633461528561837
656,"00-0035228,00-0036322,00-0036963,00-0038117,00-0038124,00-0038555,00-0039139,00-0040215,JAX_DST",boom,49800,,,115.31135,0.0011,115.31134,0.0013,115.31134,,155.92,260850,0.0,2.9538,0.132,0.0008,0.0001,115.31135,174.80022,1.5538,0.30757644649513366
657,"00-0032950,00-0034844,00-0035229,00-0035261,00-0036322,00-0037740,00-0038124,00-0039139,PHI_DST",boom,50000,,,122.52575,0.0021,122.52575,0.0025,122.52575,,167.62,156351,8.0,12.6126,0.2172,0.0012,0.0002,122.52575,180.393,2.7126,0.5184210341470958
658,"00-0037252,00-0038128,00-0038597,00-0039064,00-0039880,00-0039915,00-0040122,00-0040666,JAX_DST",boom,49200,,,121.455086,0.0039,121.4551,0.0036,121.4551,,153.8,282328,0.0,3.6945,0.2102,0.0025,0.0004,121.455086,183.03441,3.2945,0.5072853378082685
659,"00-0033119,00-0036550,00-0037248,00-0037744,00-0038542,00-0038544,00-0039849,00-0039915,JAX_DST",boom,49700,,,116.885124,0.0017,116.885124,0.0021,116.885124,,122.38,622681,0.0,2.9496,0.1737,0.0023,0.0002,116.885124,177.75957,2.8496,0.4220238074355588
660,"00-0034827,00-0035644,00-0037239,00-0038117,00-0038124,00-0039139,00-0040122,00-0040743,JAX_DST",boom,49800,,,122.38953,0.0022,122.38953,0.003,122.38951,,228.5,961,150.0,3.0903,0.2097,0.0009,0.0003,122.38953,179.3327,2.5903,0.4900077105187243
661,"00-0033921,00-0035631,00-0036442,00-0036900,00-0036912,00-0038120,00-0038597,00-0039491,LV_DST",boom,49900,,,121.49362,0.0056,121.49362,0.0037,121.49362,,131.26,532574,0.0,3.4042,0.2166,0.0025,0.0002,121.49362,186.99223,3.3542,0.5192401895166687
662,"00-0033106,00-0036040,00-0036900,00-0036963,00-0036970,00-0037240,00-0037746,00-0038120,JAX_DST",boom,50000,,,120.79108,0.003,120.79108,0.0034,120.79108,,110.14,719600,0.0,2.4751,0.177,0.0009,0.0001,120.79108,181.91672,2.0751,0.4126489089583851
663,"00-0032764,00-0036963,00-0039344,00-0039893,00-0039918,00-0039919,00-0040126,00-0041438,LV_DST",boom,49900,,,115.50358,0.0009,115.50358,0.0007,115.50358,,146.46,361456,0.0,2.304,0.1415,0.0012,0.0001,115.50358,172.87114,1.904,0.3339606125238254
664,"00-0036322,00-0036554,00-0036555,00-0038117,00-0038120,00-0038996,00-0040676,00-0041438,JAX_DST",boom,49100,,,114.6488,0.0014,114.6488,0.001,114.6488,,149.7,326008,0.0,3.0207,0.1504,0.0018,0.0002,114.6488,174.27771,2.3707,0.36554996727515404
665,"00-0034827,00-0034960,00-0037744,00-0039139,00-0039150,00-0039491,00-0040124,00-0040236,JAX_DST",boom,49800,,,114.59923,0.0009,114.59923,0.0007,114.59923,,218.44,3164,30.0,1.6178,0.1387,0.0009,0.0,114.59923,172.53714,1.6178,0.3270725498472239
666,"00-0033293,00-0036223,00-0036355,00-0037664,00-0037744,00-0038544,00-0040122,00-0040727,JAX_DST",boom,49700,,,117.80199,0.0016,117.80199,0.002,117.80199,,142.36,408030,0.0,6.2282,0.1707,0.0021,0.0005,117.802,177.34825,2.6782,0.4071590123957477
667,"00-0026158,00-0034365,00-0036410,00-0036900,00-0037238,00-0038597,00-0039361,00-0040242,JAX_DST",boom,49000,,,115.85078,0.0032,115.85076,0.0039,115.85078,,83.30000000000001,816992,0.0,8.7233,0.1655,0.0019,0.0003,115.85078,182.40607,2.5733,0.3974290856772528
668,"00-0034829,00-0036442,00-0036550,00-0036554,00-0036900,00-0038597,00-0039361,00-0041547,JAX_DST",boom,49500,75.0,22.0,122.48695,0.0062,122.48695,0.006,122.48696,,120.26,642114,0.0,105.8535,0.2334,0.0037,0.0007,122.48696,187.74506,4.3035,0.573920565750937
669,"00-0033293,00-0034844,00-0036554,00-0039150,00-0039342,00-0040124,00-0040126,00-0040129,JAX_DST",boom,49100,,,117.714874,0.0015,117.714874,0.0007,117.714874,,111.44,711086,0.0,4.2026,0.1705,0.0015,0.0006,117.714874,176.374,2.6026,0.40662384495678033
670,"00-0032764,00-0034837,00-0038117,00-0038120,00-0038542,00-0039915,00-0040128,00-0040676,JAX_DST",boom,49200,,,116.4459,0.0012,116.445915,0.0019,116.4459,,155.4,266128,0.0,3.6214,0.1544,0.0022,0.0005,116.4459,172.3739,2.5214,0.37103490729226785
671,"00-0032764,00-0034827,00-0035710,00-0036223,00-0036252,00-0037664,00-0038611,00-0040128,JAX_DST",boom,49000,,,114.80702,0.0034,114.80702,0.0036,114.80702,,142.94,401585,0.0,5.1741,0.1724,0.0039,0.0008,114.80702,181.80145,3.7741,0.43284926472848817
672,"00-0031588,00-0034351,00-0035659,00-0036555,00-0036973,00-0039910,00-0040124,00-0040666,JAX_DST",boom,49200,,,119.24387,0.0029,119.24387,0.0038,119.24387,,132.56,518468,0.0,4.164,0.1909,0.0035,0.0002,119.24387,179.95667,3.214,0.47034622171243334
673,"00-0033921,00-0034829,00-0034855,00-0036973,00-0039064,00-0039139,00-0039915,00-0040129,JAX_DST",boom,50000,,,127.96265,0.0054,127.96265,0.0056,127.96265,85.0,166.64,163858,8.0,9.5492,0.2901,0.0024,0.0001,127.96265,187.9947,3.6492,0.6923734515565704
674,"00-0034351,00-0036389,00-0036912,00-0037228,00-0037238,00-0038606,00-0040124,00-0040242,JAX_DST",boom,49600,,,116.34287,0.0024,116.34287,0.0016,116.34287,,129.92000000000002,547297,0.0,3.0394,0.1625,0.0023,0.0003,116.34287,176.68648,2.4394,0.3892994676289853
675,"00-0033119,00-0033885,00-0036963,00-0037664,00-0037744,00-0038559,00-0039040,00-0039361,JAX_DST",boom,49500,,,115.30405,0.0015,115.30405,0.0011,115.30405,,146.07999999999998,365861,0.0,4.4345,0.1374,0.0015,0.0002,115.30406,175.3242,2.0345,0.330049235619914
676,"00-0033106,00-0035544,00-0036040,00-0036554,00-0036963,00-0039040,00-0039811,00-0040122,JAX_DST",boom,49000,,,121.37705,0.002,121.37705,0.0018,121.37705,,143.74,392380,0.0,2.326,0.1828,0.0011,0.0002,121.37705,176.6668,2.326,0.4267404933839957
677,"00-0033537,00-0036407,00-0036900,00-0038597,00-0038997,00-0040122,00-0040663,00-0040719,LAC_DST",boom,49000,,,114.374985,0.0008,114.37498,0.0024,114.37498,,97.9,781421,0.0,202.1229,0.1323,0.0015,0.0004,114.374985,172.96378,2.1229,0.31936960299098055
678,"00-0032764,00-0034827,00-0035021,00-0035710,00-0036223,00-0037248,00-0040128,00-0040735,JAX_DST",boom,49200,,53.0,117.71867,0.0041,117.71869,0.0043,117.71867,,142.14,410868,0.0,6.0558,0.1995,0.0054,0.0008,117.71867,184.55658,4.5058,0.49798768743258504
679,"00-0032950,00-0034753,00-0034844,00-0036322,00-0037240,00-0038994,00-0039139,00-0039146,PHI_DST",boom,50000,,,117.15202,0.0019,117.15204,0.0023,117.15205,,122.42,622475,0.0,2.3605,0.1642,0.0015,0.0001,117.15202,179.51456,2.3105,0.39253700758164134
680,"00-0033921,00-0035644,00-0035685,00-0037239,00-0038994,00-0039139,00-0040743,00-0040784,PHI_DST",boom,49200,,,117.6909,0.0012,117.690926,0.0014,117.690926,,158.5,235014,0.0,1.5556,0.1442,0.0004,0.0,117.6909,175.54291,1.5556,0.3326368636696374
681,"00-0033106,00-0034975,00-0036040,00-0036322,00-0036900,00-0036963,00-0039065,00-0040784,PHI_DST",boom,49600,,,120.032776,0.0022,120.032776,0.0018,120.032776,,117.54,665505,0.0,1.7231,0.1647,0.0004,0.0,120.032776,179.46452,1.7231,0.38148140245517914
682,"00-0030565,00-0035261,00-0035659,00-0037238,00-0037740,00-0038542,00-0039040,00-0040736,JAX_DST",boom,49100,,,114.2823,0.0003,114.2823,0.0002,114.2823,,93.2,796732,0.0,2.1838,0.1412,0.0018,0.0002,114.2823,170.83946,2.1838,0.3371022305810493
683,"00-0031588,00-0034827,00-0034844,00-0035261,00-0036322,00-0036628,00-0038597,00-0039910,PHI_DST",boom,49900,,,111.40451,0.0005,111.4045,0.0007,111.4045,,126.86,579147,0.0,1.1461,0.108,0.0003,0.0,111.40451,166.78088,1.1461,0.2524104719796729
684,"00-0033106,00-0036322,00-0036554,00-0036754,00-0036973,00-0039139,00-0040124,00-0040669,LV_DST",boom,50000,,,119.57205,0.0022,119.57205,0.004,119.57205,,147.24,352846,0.0,2.5872,0.1792,0.0011,0.0002,119.57205,181.98288,2.3372,0.42365425381067073
685,"00-0033106,00-0036252,00-0036754,00-0036963,00-0037239,00-0038994,00-0039361,00-0040122,JAX_DST",boom,49500,,,119.9448,0.0016,119.9448,0.002,119.94481,,156.64,253373,0.0,1.8326,0.172,0.0006,0.0,119.9448,177.26537,1.8326,0.39794207547990995
686,"00-0033293,00-0035228,00-0035229,00-0035685,00-0036322,00-0036900,00-0037256,00-0038124,JAX_DST",boom,49700,,,120.58202,0.0044,120.58202,0.0053,120.58202,70.0,140.92000000000002,424730,0.0,15.0811,0.2227,0.0058,0.0013,120.58202,187.01335,5.2311,0.5637211921748518
687,"00-0033293,00-0036322,00-0039139,00-0039918,00-0039919,00-0040187,00-0040242,00-0040735,JAX_DST",boom,49100,,,116.173485,0.002,116.17348,0.0021,116.17348,,161.26,209195,0.0,5.4253,0.1571,0.0014,0.0004,116.173485,177.7185,2.2753,0.37610437177667083
688,"00-0033119,00-0033293,00-0037228,00-0037238,00-0037744,00-0038559,00-0039849,00-0040666,JAX_DST",boom,49600,,,115.0954,0.0029,115.0954,0.0023,115.0954,,104.98,749879,0.0,8.5875,0.1706,0.0055,0.0012,115.0954,181.05362,4.4875,0.4324142986760431
689,"00-0035208,00-0036355,00-0038129,00-0038542,00-0038544,00-0039139,00-0039915,00-0041027,JAX_DST",boom,49400,,,119.96075,0.0025,119.96075,0.0025,119.96075,,139.16,444169,0.0,2.3776,0.182,0.0013,0.0001,119.96075,178.87407,2.3276,0.42913253112777894
690,"00-0034855,00-0037239,00-0037240,00-0037740,00-0038129,00-0038597,00-0039361,00-0040129,LV_DST",boom,50000,,,123.4029,0.0063,123.4029,0.0069,123.4029,,138.24,454802,0.0,4.9652,0.2361,0.0027,0.0002,123.4029,189.01578,3.5152,0.5731228317409242
691,"00-0030279,00-0032764,00-0036223,00-0036322,00-0037740,00-0039164,00-0040128,00-0040583,JAX_DST",boom,50000,,,105.35735,0.002,105.35736,0.0012,105.35735,,147.0,355473,0.0,1.6308,0.0915,0.0014,0.0002,105.35736,170.98364,1.5308,0.22152111263078192
692,"00-0036442,00-0036900,00-0037248,00-0037291,00-0038933,00-0039361,00-0040666,00-0040785,JAX_DST",boom,49700,,,120.0757,0.0021,120.0757,0.0014,120.0757,,102.36,762638,0.0,2.3275,0.1739,0.0013,0.0001,120.0757,177.76689,2.2275,0.4098379228143467
693,"00-0033217,00-0034844,00-0037239,00-0039040,00-0039064,00-0039139,00-0039424,00-0040743,JAX_DST",boom,50000,,,125.294365,0.0044,125.294365,0.0038,125.294365,58.0,179.5,81444,8.0,2.4528,0.2376,0.0005,0.0,125.294365,182.9929,2.4528,0.5510428922444733
694,"00-0033119,00-0035261,00-0036900,00-0037744,00-0038685,00-0038997,00-0039849,00-0039915,JAX_DST",boom,49300,,,112.52847,0.0011,112.52847,0.0008,112.52847,,93.68,795316,0.0,1.3976,0.1237,0.0007,0.0,112.52847,169.82199,1.3976,0.2902047169121475
695,"00-0033106,00-0035685,00-0036754,00-0036900,00-0036963,00-0037664,00-0038597,00-0041067,JAX_DST",boom,49500,,,117.420525,0.0021,117.420525,0.0019,117.420525,,127.84,569272,0.0,3.5383,0.1504,0.0012,0.0002,117.420525,177.65039,1.9883,0.3511782525350602
696,"00-0034855,00-0036900,00-0036919,00-0037238,00-0037311,00-0039811,00-0040129,00-0040666,JAX_DST",boom,49100,,,116.47115,0.0018,116.47115,0.0021,116.47115,,63.44,829844,0.0,2.0977,0.1537,0.0011,0.0002,116.47115,176.34808,1.9977,0.3617586340595207
697,"00-0035229,00-0036264,00-0036963,00-0037091,00-0037239,00-0037248,00-0038124,00-0040122,JAX_DST",boom,49300,,,118.63052,0.0011,118.63052,0.0009,118.63052,,194.28,29606,10.0,2.1074,0.1649,0.0011,0.0,118.63052,173.35774,2.1074,0.3898789107350606
698,"00-0034844,00-0034960,00-0036912,00-0036971,00-0038606,00-0040663,00-0040666,00-0040784,PHI_DST",boom,49600,,66.0,115.09949,0.0026,115.09947,0.002,115.09949,,98.3,779958,0.0,5.3035,0.1558,0.0026,0.0005,115.09949,178.87074,2.7535,0.3790329228391409
699,"00-0032764,00-0034844,00-0035710,00-0037664,00-0038393,00-0039361,00-0040128,00-0040129,JAX_DST",boom,49000,,,120.78552,0.0047,120.78552,0.0044,120.78552,,138.64,450487,0.0,4.5924,0.2234,0.0034,0.0005,120.78552,184.41432,3.9424,0.5445540528021631
700,"00-0034796,00-0036550,00-0036973,00-0037239,00-0039139,00-0040075,00-0040122,00-0040128,JAX_DST",boom,49200,,,121.2201,0.0031,121.2201,0.0017,121.2201,,175.06,105405,8.0,2.4191,0.192,0.0014,0.0,121.2201,181.07912,2.4191,0.4542067762759798
701,"00-0029604,00-0036900,00-0036963,00-0037248,00-0037252,00-0038563,00-0039139,00-0040894,JAX_DST",boom,49500,,,124.26049,0.003,124.26049,0.0034,124.26049,,117.5,665795,0.0,3.0425,0.228,0.0012,0.0001,124.26049,182.01714,2.7425,0.5377185149835262
702,"00-0034827,00-0034844,00-0037239,00-0038996,00-0039139,00-0039424,00-0040129,00-0040743,LV_DST",boom,49900,51.0,,125.9356,0.0036,125.9356,0.0045,125.9356,34.0,184.7,58597,8.0,2.6612,0.2497,0.0008,0.0,125.9356,184.90419,2.6612,0.5836728169070807
703,"00-0036040,00-0036900,00-0037239,00-0037256,00-0037291,00-0038997,00-0039139,00-0040743,JAX_DST",boom,49900,,,124.0516,0.0038,124.0516,0.0027,124.05159,,144.7,381493,0.0,2.3854,0.2143,0.0012,0.0,124.0516,182.94751,2.3854,0.49927174569442606
704,"00-0035659,00-0035685,00-0036275,00-0036555,00-0037744,00-0039150,00-0039491,00-0040124,JAX_DST",boom,49400,,,119.39427,0.0039,119.39427,0.006,119.39427,,212.64,5855,25.0,13.0225,0.2149,0.0062,0.0013,119.39427,184.80649,5.2725,0.542270739887693
705,"00-0033921,00-0034844,00-0035228,00-0035685,00-0036322,00-0038994,00-0038996,00-0039361,LV_DST",boom,49800,34.0,,120.79911,0.0034,120.799126,0.0034,120.79911,54.0,121.82,627885,0.0,4.369,0.2127,0.0025,0.0003,120.799126,181.82076,3.369,0.5167229219865641
706,"00-0034827,00-0034857,00-0035685,00-0036252,00-0037248,00-0037740,00-0038559,00-0038933,JAX_DST",boom,49800,,,114.1606,0.0029,114.1606,0.0032,114.1606,,168.76,147791,8.0,5.6874,0.1696,0.0043,0.0005,114.1606,180.96239,3.7874,0.4326030985520643
707,"00-0035228,00-0036259,00-0036322,00-0037238,00-0037740,00-0039139,00-0039811,00-0040663,JAX_DST",boom,49800,,,119.52485,0.0017,119.524826,0.0017,119.52484,,109.62,722887,0.0,2.9389,0.1841,0.002,0.0002,119.52485,177.83948,2.6389,0.4410480284605663
708,"00-0035229,00-0036264,00-0037248,00-0038124,00-0038597,00-0039146,00-0039849,00-0040666,JAX_DST",boom,49300,,,121.26547,0.0019,121.26547,0.0024,121.26547,,134.08,501643,0.0,3.5995,0.2171,0.0032,0.0001,121.26547,179.16399,3.4495,0.5282502521877721
709,"00-0031588,00-0034383,00-0036554,00-0037248,00-0038559,00-0039163,00-0040666,00-0041027,JAX_DST",boom,49900,,,116.07971,0.0026,116.0797,0.0025,116.0797,,118.46,657652,0.0,20.194,0.1769,0.0034,0.0007,116.07971,177.34885,3.644,0.43753610272572857
710,"00-0031588,00-0033293,00-0034796,00-0036223,00-0036550,00-0036912,00-0039064,00-0040663,JAX_DST",boom,49100,,,115.8675,0.0028,115.8675,0.0026,115.8675,69.0,134.96,491673,0.0,2.7795,0.1656,0.0021,0.0001,115.8675,179.8242,2.4795,0.39922716768977545
711,"00-0026158,00-0036410,00-0036900,00-0036919,00-0036970,00-0037238,00-0038542,00-0040729,JAX_DST",boom,49600,,,112.03293,0.0022,112.03293,0.0029,112.03293,,76.0,824732,0.0,2.9768,0.127,0.002,0.0004,112.03293,176.81895,2.1768,0.30543221960268474
712,"00-0033293,00-0034844,00-0036264,00-0036554,00-0038606,00-0038996,00-0040124,00-0040667,JAX_DST",boom,49200,,,116.66135,0.0012,116.66136,0.0018,116.66135,,133.48000000000002,508344,0.0,2.9833,0.1617,0.0011,0.0002,116.66135,171.8557,2.1833,0.3842113820929616
713,"00-0033293,00-0035229,00-0036275,00-0036322,00-0039139,00-0039150,00-0039491,00-0040124,JAX_DST",boom,49300,68.0,36.0,124.231125,0.0063,124.231125,0.0049,124.231125,32.0,224.54,1558,60.0,11.0784,0.2622,0.0058,0.0013,124.231125,187.00963,5.7284,0.6492311236894928
