cand,players,tag,salary,book_rank,book_rank_cov,sel_mean,sel_p194,aud_mean,aud_p194,gen_mean,book_rank_wemax,actual,actual_rank,actual_payout,e_payout,p_cash,p_top1000,p_top100,sim_mean,sim_q99,e_payout_capped,e_log
0,"00-0036040,00-0036223,00-0036900,00-0036963,00-0038563,00-0039139,00-0039376,00-0039424,JAX_DST",lev,49200,,,129.20276,0.0066,129.20276,0.0064,129.20276,,147.60000000000002,348815,0.0,9.1672,0.2986,0.0013,0.0001,129.20276,189.1372,3.2672,0.695698011220678
1,"00-0036040,00-0036900,00-0038542,00-0038563,00-0038597,00-0039139,00-0039376,00-0039424,JAX_DST",lev,49200,,,127.7678,0.0058,127.7678,0.0051,127.7678,,142.9,402053,0.0,3.271,0.2718,0.0018,0.0,127.7678,186.81395,3.271,0.6365264030887142
2,"00-0036040,00-0036900,00-0036963,00-0038542,00-0038563,00-0039139,00-0039376,00-0039424,PHI_DST",lev,49400,,,127.39039,0.0058,127.39039,0.005,127.3904,,142.8,403092,0.0,3.7685,0.2629,0.0008,0.0001,127.39039,189.04346,2.8685,0.6137865781122991
3,"00-0036040,00-0036223,00-0036900,00-0038542,00-0038563,00-0039139,00-0039376,00-0039424,TEN_DST",lev,49100,,,126.85515,0.0027,126.85516,0.0031,126.85516,,137.2,466661,0.0,2.5903,0.2501,0.0004,0.0,126.85515,183.88055,2.5903,0.5803824992978464
4,"00-0036040,00-0036550,00-0036900,00-0036963,00-0038542,00-0039139,00-0039376,00-0039424,JAX_DST",lev,49500,,,126.22883,0.006,126.22883,0.005,126.22881,,148.10000000000002,343353,0.0,3.3482,0.2504,0.0014,0.0001,126.22883,187.96785,2.9482,0.5866854717963327
5,"00-0034753,00-0036900,00-0037239,00-0038542,00-0038563,00-0039139,00-0039376,00-0039424,JAX_DST",lev,49000,,,125.59345,0.0048,125.59345,0.0034,125.59345,,149.8,324873,0.0,3.3453,0.2349,0.0011,0.0001,125.59346,183.95206,2.6953,0.5461906414545148
6,"00-0036040,00-0036223,00-0036900,00-0038542,00-0039139,00-0039376,00-0039424,00-0039890,JAX_DST",lev,49400,,,126.27205,0.0032,126.27205,0.0037,126.27205,,154.5,275242,0.0,2.7949,0.2448,0.0007,0.0001,126.27205,182.89844,2.6949,0.5699360503451726
7,"00-0036040,00-0036550,00-0036900,00-0037239,00-0038542,00-0038563,00-0039139,00-0039376,JAX_DST",lev,49200,,,125.62312,0.0045,125.62314,0.0032,125.62314,,135.39999999999998,487076,0.0,2.6359,0.2366,0.0009,0.0001,125.62314,184.43001,2.5359,0.5488543447266758
8,"00-0036040,00-0036900,00-0036963,00-0038563,00-0038597,00-0039139,00-0039376,00-0039424,LAC_DST",lev,49100,,,125.7884,0.0064,125.7884,0.0053,125.7884,,128.3,564249,0.0,2.7953,0.2421,0.0015,0.0,125.7884,189.82654,2.7953,0.5645270495803634
9,"00-0036040,00-0036900,00-0036963,00-0037248,00-0038563,00-0039139,00-0039376,00-0039424,PIT_DST",lev,49000,,,125.7838,0.0053,125.7838,0.0047,125.7838,,136.4,475653,0.0,2.8688,0.2428,0.0012,0.0001,125.7838,186.51436,2.7688,0.5651330904550937
10,"00-0036040,00-0036900,00-0036963,00-0038597,00-0039139,00-0039376,00-0039424,00-0039890,JAX_DST",lev,49000,,,125.747284,0.0076,125.747284,0.0047,125.747284,,144.6,382552,0.0,13.0225,0.2441,0.0019,0.0002,125.747284,190.49646,3.0725,0.5752787321713537
11,"00-0036040,00-0036223,00-0036900,00-0037248,00-0038563,00-0039139,00-0039376,00-0039424,LAC_DST",lev,49000,,,125.112076,0.0022,125.112076,0.0031,125.112076,,116.8,671553,0.0,2.5881,0.2292,0.0006,0.0001,125.112076,181.28152,2.4881,0.5298537507091367
12,"00-0034753,00-0036040,00-0036900,00-0036963,00-0037248,00-0039139,00-0039376,00-0039424,JAX_DST",lev,49000,,,125.830574,0.0053,125.830574,0.0044,125.830574,,135.60000000000002,484590,0.0,2.9604,0.2404,0.001,0.0001,125.830574,186.02264,2.8104,0.5611563096133022
13,"00-0036040,00-0036900,00-0038542,00-0038563,00-0039040,00-0039139,00-0039376,00-0039424,LAC_DST",lev,49200,,,124.96006,0.0025,124.960075,0.0018,124.960075,,122.7,619869,0.0,3.0438,0.2203,0.0009,0.0001,124.96006,182.6804,2.3938,0.5095562729800592
14,"00-0036040,00-0036223,00-0036550,00-0036900,00-0036963,00-0039139,00-0039376,00-0039424,PIT_DST",lev,49000,,,124.748184,0.0054,124.748184,0.0047,124.748184,,147.89999999999998,345789,0.0,8.7488,0.2301,0.0009,0.0002,124.74818,186.97922,2.5488,0.5344386058098254
15,"00-0036040,00-0036223,00-0036900,00-0036963,00-0039139,00-0039376,00-0039424,00-0039890,PHI_DST",lev,49000,,,125.2834,0.0045,125.2834,0.0039,125.2834,,141.9,413702,0.0,6.3626,0.2363,0.0007,0.0002,125.2834,186.4804,2.5626,0.5480505875887594
16,"00-0034753,00-0034796,00-0036223,00-0036550,00-0036900,00-0038563,00-0039139,00-0039890,JAX_DST",lev,49100,,,126.47456,0.0055,126.47456,0.0043,126.47456,,131.46,530170,0.0,4.8551,0.2656,0.0026,0.0003,126.47456,188.76747,3.9551,0.6432272375867873
17,"00-0036040,00-0036223,00-0036550,00-0036900,00-0038542,00-0039139,00-0039376,00-0039424,PHI_DST",lev,49100,,,124.69858,0.0026,124.698586,0.0034,124.69858,,135.5,485730,0.0,2.7306,0.2227,0.0008,0.0001,124.69858,183.12857,2.5306,0.5175027148429315
18,"00-0036040,00-0036963,00-0037248,00-0038542,00-0038563,00-0039139,00-0039376,00-0039424,JAX_DST",lev,49000,,,124.692924,0.0039,124.69294,0.0038,124.692924,,159.5,225558,0.0,4.3107,0.2327,0.0018,0.0001,124.692924,185.24557,2.9107,0.5472430634755284
19,"00-0034753,00-0036040,00-0036900,00-0036963,00-0038542,00-0039139,00-0039376,00-0039424,LV_DST",lev,49000,,,125.44841,0.0048,125.44841,0.0034,125.44841,,157.0,249707,0.0,2.6127,0.2332,0.0004,0.0001,125.44841,187.19977,2.5127,0.5420830545190113
20,"00-0036040,00-0036900,00-0037248,00-0038542,00-0038563,00-0039139,00-0039376,00-0039424,DET_DST",lev,49100,,,124.3447,0.0025,124.3447,0.0021,124.3447,,131.0,535386,0.0,2.9196,0.216,0.0012,0.0003,124.3447,181.1122,2.5696,0.5013926420980633
21,"00-0036040,00-0036900,00-0036963,00-0036973,00-0038563,00-0039139,00-0039424,00-0040743,JAX_DST",lev,49400,27.0,5.0,135.10333,0.0212,135.10333,0.0212,135.10333,1.0,165.5,172840,8.0,8.7948,0.4144,0.0068,0.0009,135.10333,202.30617,7.3448,1.0283387291809254
22,"00-0034753,00-0036040,00-0036900,00-0037239,00-0038542,00-0038563,00-0039139,00-0039376,PHI_DST",lev,49000,,,124.98224,0.0033,124.98222,0.0026,124.98222,,134.3,499216,0.0,2.3934,0.2199,0.0007,0.0001,124.98222,182.6173,2.3934,0.5091666104044034
23,"00-0032764,00-0036040,00-0036223,00-0036900,00-0038563,00-0039139,00-0039424,00-0040743,JAX_DST",lev,50000,,,135.03871,0.0087,135.03873,0.0088,135.03871,,186.4,52315,8.0,5.7789,0.4085,0.0029,0.0004,135.03871,192.42175,5.3289,0.9713738010211604
24,"00-0034753,00-0036040,00-0036223,00-0036900,00-0036963,00-0039139,00-0039376,00-0039424,LAC_DST",lev,49200,,,124.96579,0.0041,124.96579,0.0037,124.965775,,139.79999999999998,437342,0.0,12.2809,0.2271,0.0005,0.0001,124.96579,185.94548,2.3809,0.5254407202973737
25,"00-0036040,00-0036900,00-0036963,00-0038542,00-0039139,00-0039376,00-0039424,00-0039890,TEN_DST",lev,49300,,,124.466034,0.0053,124.46603,0.004,124.46603,,144.1,388116,0.0,3.8433,0.2199,0.0007,0.0001,124.46603,186.55002,2.4433,0.5119812280079068
26,"00-0035644,00-0036900,00-0036963,00-0038542,00-0038563,00-0039139,00-0039376,00-0039424,JAX_DST",lev,49100,,,124.16344,0.0042,124.16344,0.0033,124.16344,,151.7,304669,0.0,2.4351,0.2145,0.0011,0.0001,124.16344,184.39731,2.3851,0.4994804010912165
27,"00-0036040,00-0036223,00-0036963,00-0038542,00-0038563,00-0039139,00-0039376,00-0039424,LAC_DST",lev,49200,,,123.82815,0.0036,123.82815,0.0036,123.82815,,163.7,187836,0.0,2.7177,0.2221,0.0004,0.0001,123.82815,183.87482,2.3177,0.5150049058802684
28,"00-0036040,00-0036900,00-0036963,00-0036973,00-0038120,00-0039139,00-0039376,00-0039424,JAX_DST",lev,50000,,,132.74806,0.0168,132.74806,0.0139,132.74808,,154.4,276329,0.0,11.036,0.3741,0.0057,0.0006,132.74808,201.47249,6.436,0.9180683951914909
29,"00-0036040,00-0036900,00-0037239,00-0038542,00-0038563,00-0039139,00-0039376,00-0039890,TEN_DST",lev,49000,,,123.86035,0.0034,123.86035,0.0021,123.86035,,131.4,531094,0.0,2.163,0.206,0.0007,0.0,123.86035,180.9453,2.163,0.4761493365073662
30,"00-0036040,00-0036900,00-0038563,00-0038597,00-0039139,00-0039424,00-0040666,00-0040743,JAX_DST",lev,49900,,,134.24815,0.0103,134.24815,0.0098,134.24815,,150.1,321699,0.0,6.7895,0.3885,0.0028,0.0003,134.24815,194.30612,5.0395,0.9226192389207066
31,"00-0036040,00-0036900,00-0038542,00-0038597,00-0039139,00-0039376,00-0039424,00-0039890,PHI_DST",lev,49000,,,123.848434,0.0045,123.84843,0.0034,123.84843,,137.2,466661,0.0,2.9627,0.2088,0.001,0.0002,123.84843,184.57642,2.5127,0.48748853093337163
32,"00-0036040,00-0036223,00-0036900,00-0037239,00-0038563,00-0039139,00-0039376,00-0039890,LAC_DST",lev,49000,,,123.68697,0.0026,123.68697,0.002,123.68697,,127.20000000000002,575860,0.0,1.9753,0.2026,0.0003,0.0,123.68697,180.44217,1.9753,0.4660486883073603
33,"00-0036040,00-0036223,00-0036900,00-0038563,00-0038597,00-0039139,00-0039424,00-0040743,LV_DST",lev,49900,,,134.13911,0.0094,134.13911,0.0105,134.13911,,166.9,161843,8.0,5.9657,0.3914,0.0026,0.0002,134.13913,193.34781,5.0157,0.9306626971890102
34,"00-0034753,00-0036040,00-0036554,00-0036900,00-0038542,00-0039139,00-0039376,00-0039424,JAX_DST",lev,49000,,,124.12895,0.0022,124.12895,0.0021,124.12895,,149.5,328102,0.0,2.297,0.2127,0.0007,0.0,124.12895,180.38426,2.297,0.4941736372489293
35,"00-0036040,00-0036900,00-0037248,00-0038542,00-0039139,00-0039376,00-0039424,00-0040727,JAX_DST",lev,49100,,,123.577034,0.0021,123.57705,0.0021,123.57705,,134.3,499216,0.0,2.4821,0.2033,0.001,0.0001,123.577034,179.72372,2.3321,0.47292399261871654
36,"00-0036040,00-0036900,00-0036973,00-0037239,00-0038120,00-0038563,00-0039139,00-0039376,JAX_DST",lev,49700,,,132.1424,0.0142,132.1424,0.0121,132.14238,,141.7,415866,0.0,6.1539,0.3595,0.0046,0.0003,132.1424,198.43372,5.6539,0.8760921775571704
37,"00-0034383,00-0036040,00-0036900,00-0036963,00-0038542,00-0039139,00-0039376,00-0039424,LAC_DST",lev,49100,,,124.11264,0.0039,124.11264,0.0028,124.11264,,143.60000000000002,393886,0.0,3.0694,0.2181,0.0009,0.0001,124.11264,184.42032,2.4194,0.506509604967841
38,"00-0032764,00-0036040,00-0036900,00-0036963,00-0036973,00-0039139,00-0039376,00-0039424,LV_DST",lev,50000,,,132.08171,0.0151,132.08171,0.0128,132.08173,,169.9,139583,8.0,7.4524,0.3624,0.0048,0.001,132.08171,199.99873,6.1024,0.8857151623057603
39,"00-0036040,00-0036223,00-0036900,00-0038563,00-0039139,00-0039424,00-0040666,00-0040743,PHI_DST",lev,49900,,,133.78426,0.0077,133.78427,0.0067,133.78426,,147.4,351101,0.0,4.5781,0.3797,0.0024,0.0002,133.78426,191.21631,4.5281,0.8922891858415136
40,"00-0036040,00-0036900,00-0038120,00-0038542,00-0038563,00-0039139,00-0039424,00-0040743,JAX_DST",lev,49900,,,133.7532,0.007,133.7532,0.0063,133.7532,,176.10000000000002,99469,8.0,4.9792,0.3794,0.0026,0.0002,133.7532,189.92947,4.6792,0.8989764090405022
41,"00-0036040,00-0036963,00-0037239,00-0038542,00-0038563,00-0039139,00-0039376,00-0039890,JAX_DST",lev,49000,,,123.26782,0.0044,123.26782,0.0031,123.26782,,169.9,139583,8.0,2.365,0.2152,0.0009,0.0001,123.26784,183.73045,2.365,0.4998326332763293
42,"00-0036040,00-0036900,00-0036963,00-0038563,00-0039139,00-0039424,00-0040666,00-0040743,LV_DST",lev,49800,,69.0,133.73125,0.0126,133.73125,0.0109,133.73125,,160.0,220864,0.0,4.5318,0.3799,0.0017,0.0001,133.73125,196.32822,4.4318,0.8963095426161701
43,"00-0032764,00-0036040,00-0036900,00-0036963,00-0038563,00-0039139,00-0039424,00-0040743,PHI_DST",lev,50000,,,133.68144,0.0105,133.68146,0.0098,133.68146,,179.0,84004,8.0,4.3401,0.3869,0.001,0.0,133.68144,194.6362,4.3401,0.913953381714688
44,"00-0036040,00-0036550,00-0036900,00-0038542,00-0038597,00-0039139,00-0039376,00-0039424,LAC_DST",lev,49200,,,122.727974,0.0042,122.727974,0.0027,122.727974,,126.20000000000002,585897,0.0,2.1982,0.1956,0.0007,0.0001,122.727974,183.41734,2.1482,0.4543094600019624
45,"00-0034753,00-0036040,00-0036900,00-0037239,00-0038542,00-0039139,00-0039376,00-0039890,JAX_DST",lev,49200,,,123.95036,0.0034,123.95036,0.0026,123.95036,,148.60000000000002,337975,0.0,2.3097,0.2074,0.0008,0.0001,123.95036,181.10997,2.3097,0.48124578988462835
46,"00-0034844,00-0036040,00-0036900,00-0038563,00-0039040,00-0039139,00-0039424,00-0040743,JAX_DST",lev,49900,,,133.5492,0.0072,133.54921,0.0073,133.54921,,141.6,416935,0.0,10.4767,0.3729,0.0019,0.0003,133.54921,190.07138,4.4767,0.8772649264572024
47,"00-0036040,00-0036550,00-0036900,00-0036963,00-0037248,00-0039139,00-0039376,00-0039424,LAC_DST",lev,49100,,,122.59322,0.0042,122.59322,0.0031,122.59322,,114.7,687884,0.0,3.7093,0.197,0.001,0.0002,122.59322,184.79285,2.3093,0.4587944742021493
48,"00-0036040,00-0036322,00-0036900,00-0038542,00-0038563,00-0039139,00-0039376,00-0039424,BAL_DST",lev,49000,,,122.70048,0.0021,122.70046,0.0017,122.70046,,148.3,341225,0.0,1.8595,0.1907,0.0003,0.0,122.70045,180.06056,1.8595,0.4373741986256738
49,"00-0036040,00-0036900,00-0036973,00-0037239,00-0038563,00-0039139,00-0039376,00-0040666,LV_DST",lev,49800,,,131.66534,0.0128,131.66534,0.012,131.66534,,128.20000000000002,565437,0.0,6.3754,0.3438,0.0033,0.0006,131.66534,197.226,5.0254,0.831155288526
50,"00-0032764,00-0036040,00-0036900,00-0037239,00-0038563,00-0039139,00-0039361,00-0039376,JAX_DST",lev,50000,,,131.65068,0.0064,131.65068,0.0069,131.65068,,163.7,187836,0.0,3.9429,0.3376,0.0019,0.0,131.65068,190.41531,3.9429,0.7919044653828032
51,"00-0032764,00-0036040,00-0036900,00-0036973,00-0037239,00-0038563,00-0039139,00-0039376,PHI_DST",lev,50000,,,131.61552,0.0118,131.61552,0.0118,131.61552,,147.2,353279,0.0,5.2536,0.3499,0.0041,0.0001,131.61552,197.09808,5.1036,0.8492705525383283
52,"00-0036040,00-0036223,00-0036900,00-0038563,00-0039040,00-0039139,00-0039424,00-0040743,TEN_DST",lev,50000,1.0,,133.45662,0.0075,133.45663,0.0072,133.45663,2.0,145.7,370356,0.0,4.9236,0.3728,0.0023,0.0002,133.45662,190.2535,4.5236,0.8795478495653031
53,"00-0036040,00-0036900,00-0036963,00-0038542,00-0039139,00-0039376,00-0039424,00-0040727,BAL_DST",lev,49000,,,122.98875,0.0043,122.98874,0.0036,122.98875,,146.1,365564,0.0,2.192,0.1979,0.0007,0.0001,122.98875,184.07417,2.142,0.4587277656259741
54,"00-0034383,00-0036223,00-0036900,00-0036973,00-0037239,00-0039139,00-0039376,00-0039424,JAX_DST",lev,50000,,,131.60327,0.013,131.60327,0.0129,131.60327,,153.29999999999998,287708,0.0,6.8624,0.3547,0.005,0.0007,131.60327,197.08028,6.2624,0.8709492788744634
55,"00-0036040,00-0036900,00-0036963,00-0038129,00-0038542,00-0039139,00-0039376,00-0039424,DET_DST",lev,49100,,,123.67865,0.0041,123.67865,0.0031,123.67865,,150.70000000000002,315276,0.0,2.1288,0.2051,0.0005,0.0,123.67865,184.3941,2.1288,0.4751011827539054
56,"00-0036040,00-0036900,00-0036963,00-0038542,00-0038563,00-0039139,00-0039376,00-0041067,JAX_DST",lev,49200,,,123.0242,0.0036,123.02418,0.0025,123.0242,,140.1,433797,0.0,2.6983,0.1934,0.0011,0.0002,123.0242,183.0988,2.2983,0.44811870256745134
57,"00-0036040,00-0036900,00-0036963,00-0039040,00-0039139,00-0039376,00-0039424,00-0039890,LAC_DST",lev,49000,,,122.93955,0.0029,122.93955,0.0029,122.93955,,124.4,603489,0.0,2.5159,0.1954,0.0007,0.0002,122.93955,183.02284,2.1159,0.4507911267474563
58,"00-0036040,00-0036900,00-0037239,00-0038129,00-0038542,00-0038563,00-0039139,00-0039376,LAC_DST",lev,49100,,,123.471725,0.0026,123.471725,0.002,123.471725,,129.0,556964,0.0,1.8947,0.1957,0.0002,0.0,123.471725,180.78462,1.8947,0.4502004902463823
59,"00-0036040,00-0036223,00-0036900,00-0036973,00-0039064,00-0039139,00-0039376,00-0039424,JAX_DST",lev,50000,,,131.48868,0.0112,131.48868,0.0094,131.48868,,158.0,239936,0.0,7.0866,0.3468,0.0041,0.0006,131.48868,195.15138,5.4366,0.8425209283284425
60,"00-0032950,00-0035229,00-0036223,00-0036322,00-0036900,00-0038563,00-0039139,00-0039811,JAX_DST",lev,49900,,,130.1531,0.0054,130.1531,0.0055,130.15312,,152.32,298208,0.0,7.5312,0.3293,0.0048,0.0009,130.1531,187.49261,5.6312,0.8013582004830835
61,"00-0036040,00-0036900,00-0036973,00-0038542,00-0038563,00-0039139,00-0039424,00-0040743,PHI_DST",lev,49400,,,133.20447,0.0139,133.20447,0.0133,133.20447,,158.10000000000002,238958,0.0,7.1615,0.3762,0.0051,0.0005,133.20447,198.86922,6.1615,0.9213303305142312
62,"00-0036040,00-0036223,00-0036900,00-0038542,00-0039139,00-0039376,00-0039424,00-0040727,LAC_DST",lev,49300,,,122.71225,0.0025,122.71227,0.002,122.712265,,138.5,451904,0.0,2.0941,0.1881,0.0011,0.0001,122.71225,179.17615,2.0941,0.4344291047931364
63,"00-0036040,00-0036223,00-0036900,00-0036973,00-0038563,00-0039139,00-0039424,00-0040743,PIT_DST",lev,49100,,,133.1676,0.0135,133.1676,0.0137,133.1676,,167.9,154172,8.0,7.0522,0.3769,0.0058,0.0006,133.1676,197.77483,6.2022,0.9212030575384459
64,"00-0036040,00-0036900,00-0036973,00-0037239,00-0039040,00-0039139,00-0039376,00-0039424,JAX_DST",lev,50000,,,131.40495,0.0189,131.40495,0.017,131.40495,,144.7,381493,0.0,21.4854,0.3473,0.0081,0.0012,131.40495,201.83516,7.2854,0.8771797769759638
65,"00-0034383,00-0036223,00-0036900,00-0037239,00-0038563,00-0039139,00-0039424,00-0040743,JAX_DST",lev,49700,,,133.0635,0.008,133.0635,0.0076,133.0635,,172.4,122607,8.0,4.4657,0.3776,0.0023,0.0,133.0635,192.13939,4.4657,0.8945026643899244
66,"00-0036040,00-0036900,00-0037248,00-0038563,00-0039139,00-0039424,00-0040122,00-0040743,JAX_DST",lev,49800,,,133.08754,0.0095,133.08752,0.009,133.08755,,167.60000000000002,156415,8.0,7.2265,0.3666,0.0037,0.0005,133.08755,192.90323,5.3265,0.8814717669098437
67,"00-0032764,00-0036040,00-0036900,00-0038542,00-0038563,00-0039139,00-0039424,00-0040743,LV_DST",lev,49900,,,133.08684,0.008,133.08685,0.0072,133.08685,63.0,191.6,36098,10.0,4.6548,0.3695,0.0023,0.0003,133.08684,191.08345,4.5048,0.8717902527530248
68,"00-0036040,00-0036900,00-0038542,00-0039040,00-0039139,00-0039376,00-0039424,00-0040669,JAX_DST",lev,49000,,,122.50115,0.0026,122.50115,0.0025,122.50115,,130.0,546328,0.0,2.2816,0.1884,0.0005,0.0001,122.50115,181.93022,1.9816,0.43637704507278524
69,"00-0036040,00-0036275,00-0036900,00-0036963,00-0039139,00-0039361,00-0039376,00-0039424,JAX_DST",lev,49700,,,131.21977,0.0088,131.21977,0.0086,131.21977,,173.5,115478,8.0,4.962,0.3314,0.0017,0.0002,131.21977,192.9433,3.862,0.7798174625713699
70,"00-0036040,00-0036275,00-0036900,00-0036963,00-0036973,00-0039139,00-0039376,00-0039424,PHI_DST",lev,49700,,,131.18463,0.0145,131.18463,0.0148,131.18463,,157.0,249707,0.0,5.2703,0.344,0.0038,0.0002,131.18463,198.18964,5.2203,0.8352397750604359
71,"00-0036040,00-0036223,00-0036900,00-0036963,00-0038563,00-0039139,00-0039424,00-0040743,NYJ_DST",lev,49900,,,132.9367,0.0103,132.9367,0.0099,132.9367,,172.8,120094,8.0,4.1182,0.3697,0.0013,0.0,132.9367,194.20186,4.1182,0.870148178714918
72,"00-0036040,00-0036223,00-0036900,00-0036973,00-0037239,00-0039139,00-0039376,00-0039424,LV_DST",lev,49800,,,131.1748,0.0179,131.17479,0.0172,131.1748,,160.2,219060,0.0,10.8299,0.3494,0.0088,0.001,131.1748,202.1503,7.8799,0.8831607819101797
73,"00-0036040,00-0036900,00-0038563,00-0038597,00-0039040,00-0039139,00-0039424,00-0040743,PHI_DST",lev,49900,,,132.92552,0.0088,132.92552,0.0098,132.92552,,141.4,419315,0.0,9.8193,0.3634,0.0023,0.0005,132.9255,192.09029,4.8193,0.8620325995383308
74,"00-0036900,00-0036963,00-0036973,00-0037239,00-0039066,00-0039139,00-0039376,00-0039424,JAX_DST",lev,49700,,,131.37953,0.0181,131.37953,0.016,131.37953,,157.6,243728,0.0,5.7623,0.3427,0.0048,0.0003,131.37953,202.05054,5.4623,0.8383410991878901
75,"00-0036040,00-0036900,00-0036963,00-0038563,00-0039139,00-0039424,00-0040122,00-0040743,PIT_DST",lev,50000,,,132.89449,0.0126,132.8945,0.0117,132.89449,,191.4,36667,10.0,5.6293,0.3709,0.003,0.0004,132.89449,197.02475,5.0293,0.8865602423205542
76,"00-0034753,00-0036900,00-0037239,00-0038563,00-0038597,00-0039139,00-0039424,00-0040743,JAX_DST",lev,50000,,,132.56815,0.0105,132.56816,0.0102,132.56815,,166.5,165044,8.0,4.8356,0.3664,0.0023,0.0001,132.56816,194.6103,4.6856,0.8694865667257323
77,"00-0036040,00-0036223,00-0036963,00-0038563,00-0039040,00-0039139,00-0039424,00-0040743,JAX_DST",lev,50000,,,132.8641,0.0095,132.86412,0.0095,132.8641,,184.2,60580,8.0,5.0863,0.3723,0.0023,0.0002,132.8641,193.36458,4.7863,0.8875419797905726
78,"00-0036040,00-0036223,00-0036900,00-0036963,00-0039066,00-0039139,00-0039424,00-0040743,JAX_DST",lev,49700,,,134.19148,0.0102,134.19148,0.0104,134.19148,,181.3,72775,8.0,4.5455,0.3961,0.0016,0.0001,134.19148,194.47572,4.4455,0.9322717531619095
79,"00-0036040,00-0036900,00-0036963,00-0036973,00-0039139,00-0039376,00-0039424,00-0040122,BAL_DST",lev,50000,,,131.039,0.0155,131.039,0.0141,131.03902,,160.3,218069,0.0,105.6199,0.3389,0.0044,0.0003,131.039,199.65598,5.3199,0.8254085317318036
80,"00-0036040,00-0036223,00-0036900,00-0036963,00-0036973,00-0039139,00-0039376,00-0039424,CLE_DST",lev,49800,,,131.02798,0.0149,131.02797,0.0122,131.02797,,144.70000000000002,381493,0.0,15.8681,0.3431,0.0042,0.0007,131.02797,199.12457,5.4181,0.8335877421515806
81,"00-0036040,00-0036900,00-0038542,00-0039139,00-0039376,00-0039424,00-0039890,00-0040666,LAC_DST",lev,49000,,,122.36333,0.0021,122.36333,0.0018,122.363335,,125.7,590971,0.0,1.8921,0.1801,0.0006,0.0001,122.36333,180.61884,1.8921,0.4140176622116973
82,"00-0034844,00-0036040,00-0036900,00-0036963,00-0038563,00-0039139,00-0039424,00-0040743,BAL_DST",lev,50000,,,132.74428,0.0098,132.7443,0.01,132.7443,,152.7,294151,0.0,4.0002,0.3603,0.0014,0.0,132.74428,193.68701,4.0002,0.8472272960600934
83,"00-0036040,00-0036223,00-0036550,00-0036900,00-0039139,00-0039424,00-0040666,00-0040743,JAX_DST",lev,50000,,,132.6227,0.0089,132.62268,0.0063,132.62268,,152.7,294151,0.0,5.0106,0.358,0.0028,0.0002,132.6227,193.04733,4.8606,0.8468839081870277
84,"00-0036040,00-0036223,00-0036900,00-0036973,00-0037239,00-0038563,00-0039139,00-0039376,NYJ_DST",lev,49900,,,130.8708,0.0111,130.8708,0.0109,130.8708,,141.0,423784,0.0,5.3824,0.3385,0.0033,0.0003,130.8708,194.72432,4.9824,0.8183106586851182
85,"00-0034753,00-0036900,00-0036973,00-0037239,00-0039139,00-0039376,00-0039424,00-0040666,JAX_DST",lev,50000,,,130.61357,0.0121,130.61357,0.0107,130.61357,,137.9,458681,0.0,7.9695,0.3302,0.0042,0.0006,130.61357,196.39998,5.3195,0.8015321151307975
86,"00-0035662,00-0036040,00-0036223,00-0036900,00-0038542,00-0039139,00-0039376,00-0039424,DET_DST",lev,49000,,,122.85845,0.0016,122.85845,0.0021,122.85845,,142.5,406521,0.0,1.8808,0.189,0.0002,0.0,122.85845,178.69615,1.8808,0.4353325048583398
87,"00-0034829,00-0036442,00-0036900,00-0036963,00-0038563,00-0039139,00-0039361,00-0039424,JAX_DST",lev,49900,,,132.45323,0.0087,132.45323,0.01,132.45323,76.0,162.36,199464,0.0,6.1897,0.3618,0.0026,0.0005,132.45323,192.42662,4.8397,0.8589110668173158
88,"00-0035644,00-0036040,00-0036900,00-0036963,00-0038542,00-0038563,00-0039139,00-0039376,TEN_DST",lev,49000,,,123.10346,0.0035,123.10346,0.002,123.10345,,133.2,511583,0.0,1.9643,0.192,0.0005,0.0,123.10346,182.04556,1.9643,0.4432638706433785
89,"00-0036040,00-0036900,00-0036973,00-0037239,00-0038563,00-0039139,00-0039376,00-0040122,PIT_DST",lev,50000,,,130.82857,0.0131,130.82857,0.0135,130.82857,,159.6,224593,0.0,5.9987,0.3414,0.0059,0.0004,130.82857,198.11163,5.6487,0.8343056376168945
90,"00-0036040,00-0036900,00-0036963,00-0038563,00-0038597,00-0039139,00-0039424,00-0040743,MIN_DST",lev,50000,,,132.66185,0.0119,132.66185,0.013,132.66185,,164.5,181010,0.0,6.2698,0.3661,0.0027,0.0006,132.66185,195.22704,4.9698,0.8702522680054712
91,"00-0036040,00-0036900,00-0036963,00-0037157,00-0037239,00-0038563,00-0039139,00-0039376,JAX_DST",lev,49100,,,123.81056,0.0043,123.81058,0.0043,123.81058,,132.8,515867,0.0,2.0037,0.2046,0.0004,0.0,123.81056,184.01575,2.0037,0.4712686186360213
92,"00-0036040,00-0036223,00-0036900,00-0036963,00-0037809,00-0039139,00-0039376,00-0039424,DET_DST",lev,49000,,,123.14172,0.0032,123.141716,0.0031,123.141716,,143.5,395043,0.0,2.5253,0.2054,0.0007,0.0001,123.14172,182.91185,2.1253,0.4729674032880186
93,"00-0036040,00-0036900,00-0036963,00-0039139,00-0039361,00-0039376,00-0039424,00-0040666,LV_DST",lev,49900,,,130.8624,0.009,130.8624,0.0078,130.86241,,147.4,351101,0.0,5.5953,0.3237,0.0023,0.0002,130.8624,192.41089,3.8953,0.7592014728999764
