ordinal,season,week,finish,pool_ceiling,fp-on-sis-on-v1:k20_max,fp-on-sis-on-v1:k20_neg_best_pct,fp-on-sis-on-v1:k20_ge194,fp-on-sis-on-v1:k20_ge200,fp-on-sis-on-v1:k20_ge220,fp-on-sis-on-v1:k20_ev_cash,fp-on-sis-on-v1:k20_ev_top100,fp-on-sis-on-v1:k20_ev_top1000,fp-on-sis-on-v1:k40_max,fp-on-sis-on-v1:k40_neg_best_pct,fp-on-sis-on-v1:k40_ge194,fp-on-sis-on-v1:k40_ge200,fp-on-sis-on-v1:k40_ge220,fp-on-sis-on-v1:k40_ev_cash,fp-on-sis-on-v1:k40_ev_top100,fp-on-sis-on-v1:k40_ev_top1000,fp-on-sis-on-v1:k80_max,fp-on-sis-on-v1:k80_neg_best_pct,fp-on-sis-on-v1:k80_ge194,fp-on-sis-on-v1:k80_ge200,fp-on-sis-on-v1:k80_ge220,fp-on-sis-on-v1:k80_ev_cash,fp-on-sis-on-v1:k80_ev_top100,fp-on-sis-on-v1:k80_ev_top1000,fp-on-sis-on-v1:admitted_ceiling,fp-on-sis-on-v1:k80_jaccard,fp-on-sis-on-v1:k20_jaccard,fp-on-sis-on-v1:adm_jaccard,fp-on-sis-on-v1:raw_changes,fp-on-sis-on-v1:edge_changes,fp-off-sis-on-v1:k20_max,fp-off-sis-on-v1:k20_neg_best_pct,fp-off-sis-on-v1:k20_ge194,fp-off-sis-on-v1:k20_ge200,fp-off-sis-on-v1:k20_ge220,fp-off-sis-on-v1:k20_ev_cash,fp-off-sis-on-v1:k20_ev_top100,fp-off-sis-on-v1:k20_ev_top1000,fp-off-sis-on-v1:k40_max,fp-off-sis-on-v1:k40_neg_best_pct,fp-off-sis-on-v1:k40_ge194,fp-off-sis-on-v1:k40_ge200,fp-off-sis-on-v1:k40_ge220,fp-off-sis-on-v1:k40_ev_cash,fp-off-sis-on-v1:k40_ev_top100,fp-off-sis-on-v1:k40_ev_top1000,fp-off-sis-on-v1:k80_max,fp-off-sis-on-v1:k80_neg_best_pct,fp-off-sis-on-v1:k80_ge194,fp-off-sis-on-v1:k80_ge200,fp-off-sis-on-v1:k80_ge220,fp-off-sis-on-v1:k80_ev_cash,fp-off-sis-on-v1:k80_ev_top100,fp-off-sis-on-v1:k80_ev_top1000,fp-off-sis-on-v1:admitted_ceiling,fp-off-sis-on-v1:k80_jaccard,fp-off-sis-on-v1:k20_jaccard,fp-off-sis-on-v1:adm_jaccard,fp-off-sis-on-v1:raw_changes,fp-off-sis-on-v1:edge_changes,fp-on-sis-off-v1:k20_max,fp-on-sis-off-v1:k20_neg_best_pct,fp-on-sis-off-v1:k20_ge194,fp-on-sis-off-v1:k20_ge200,fp-on-sis-off-v1:k20_ge220,fp-on-sis-off-v1:k20_ev_cash,fp-on-sis-off-v1:k20_ev_top100,fp-on-sis-off-v1:k20_ev_top1000,fp-on-sis-off-v1:k40_max,fp-on-sis-off-v1:k40_neg_best_pct,fp-on-sis-off-v1:k40_ge194,fp-on-sis-off-v1:k40_ge200,fp-on-sis-off-v1:k40_ge220,fp-on-sis-off-v1:k40_ev_cash,fp-on-sis-off-v1:k40_ev_top100,fp-on-sis-off-v1:k40_ev_top1000,fp-on-sis-off-v1:k80_max,fp-on-sis-off-v1:k80_neg_best_pct,fp-on-sis-off-v1:k80_ge194,fp-on-sis-off-v1:k80_ge200,fp-on-sis-off-v1:k80_ge220,fp-on-sis-off-v1:k80_ev_cash,fp-on-sis-off-v1:k80_ev_top100,fp-on-sis-off-v1:k80_ev_top1000,fp-on-sis-off-v1:admitted_ceiling,fp-on-sis-off-v1:k80_jaccard,fp-on-sis-off-v1:k20_jaccard,fp-on-sis-off-v1:adm_jaccard,fp-on-sis-off-v1:raw_changes,fp-on-sis-off-v1:edge_changes,fp-off-sis-off-v1:k20_max,fp-off-sis-off-v1:k20_neg_best_pct,fp-off-sis-off-v1:k20_ge194,fp-off-sis-off-v1:k20_ge200,fp-off-sis-off-v1:k20_ge220,fp-off-sis-off-v1:k20_ev_cash,fp-off-sis-off-v1:k20_ev_top100,fp-off-sis-off-v1:k20_ev_top1000,fp-off-sis-off-v1:k40_max,fp-off-sis-off-v1:k40_neg_best_pct,fp-off-sis-off-v1:k40_ge194,fp-off-sis-off-v1:k40_ge200,fp-off-sis-off-v1:k40_ge220,fp-off-sis-off-v1:k40_ev_cash,fp-off-sis-off-v1:k40_ev_top100,fp-off-sis-off-v1:k40_ev_top1000,fp-off-sis-off-v1:k80_max,fp-off-sis-off-v1:k80_neg_best_pct,fp-off-sis-off-v1:k80_ge194,fp-off-sis-off-v1:k80_ge200,fp-off-sis-off-v1:k80_ge220,fp-off-sis-off-v1:k80_ev_cash,fp-off-sis-off-v1:k80_ev_top100,fp-off-sis-off-v1:k80_ev_top1000,fp-off-sis-off-v1:admitted_ceiling,fp-off-sis-off-v1:k80_jaccard,fp-off-sis-off-v1:k20_jaccard,fp-off-sis-off-v1:adm_jaccard,fp-off-sis-off-v1:raw_changes,fp-off-sis-off-v1:edge_changes
20,2024,3,True,207.88,164.32,-0.036075,0,0,0,4,0,0,164.32,-0.036075,0,0,0,7,0,0,164.32,-0.036075,0,0,0,10,0,0,164.32,1.0,1.0,1.0,0,0,154.78,-0.067235,0,0,0,2,0,0,154.78,-0.067235,0,0,0,4,0,0,154.78,-0.067235,0,0,0,6,0,0,189.18,0.1267605633802817,0.25,0.20481927710843373,462,316,164.32,-0.036075,0,0,0,4,0,0,167.94,-0.027895,0,0,0,10,0,0,167.94,-0.027895,0,0,0,16,0,0,179.48,0.32231404958677684,0.3793103448275862,0.47058823529411764,129,97,148.38,-0.09711,0,0,0,2,0,0,163.98,-0.036815,0,0,0,4,0,0,163.98,-0.036815,0,0,0,8,0,0,202.88,0.08108108108108109,0.14285714285714285,0.1396011396011396,591,316
21,2024,4,True,190.18,144.56,-0.234355,0,0,0,0,0,0,158.42,-0.09265,0,0,0,2,0,0,158.42,-0.09265,0,0,0,5,0,0,162.12,1.0,1.0,1.0,0,0,158.22,-0.094105,0,0,0,3,0,0,158.22,-0.094105,0,0,0,3,0,0,158.42,-0.09265,0,0,0,5,0,0,158.42,0.15942028985507245,0.21212121212121213,0.19047619047619047,483,312,143.5,-0.248505,0,0,0,0,0,0,158.42,-0.09265,0,0,0,2,0,0,162.12,-0.068085,0,0,0,6,0,0,162.12,0.44144144144144143,0.5384615384615384,0.5625,130,98,158.22,-0.094105,0,0,0,2,0,0,158.22,-0.094105,0,0,0,2,0,0,158.42,-0.09265,0,0,0,5,0,0,158.42,0.1111111111111111,0.08108108108108109,0.15273775216138327,613,312
22,2024,5,True,223.58,181.42,-0.020535,0,0,0,2,0,0,181.42,-0.020535,0,0,0,3,0,0,181.42,-0.020535,0,0,0,10,0,0,181.42,1.0,1.0,1.0,0,0,157.02,-0.13198,0,0,0,1,0,0,163.32,-0.086555,0,0,0,4,0,0,163.32,-0.086555,0,0,0,10,0,0,183.82,0.1678832116788321,0.1111111111111111,0.18694362017804153,638,279,157.02,-0.13198,0,0,0,3,0,0,163.32,-0.086555,0,0,0,7,0,0,166.68,-0.068115,0,0,0,12,0,0,170.62,0.17647058823529413,0.1111111111111111,0.29449838187702265,314,185,185.74,-0.013775,0,0,0,4,0,0,185.74,-0.013775,0,0,0,9,0,0,185.74,-0.013775,0,0,0,18,0,0,198.02,0.10344827586206896,0.02564102564102564,0.14613180515759314,746,279
23,2024,6,True,180.7,153.34,-0.05038,0,0,0,5,0,0,172.52,-0.005145,0,0,0,11,0,0,172.52,-0.005145,0,0,0,15,0,0,173.5,1.0,1.0,1.0,0,0,149.5,-0.07265,0,0,0,4,0,0,149.5,-0.07265,0,0,0,7,0,0,149.5,-0.07265,0,0,0,14,0,0,151.94,0.1678832116788321,0.05263157894736842,0.1834319526627219,613,269,145.24,-0.105745,0,0,0,3,0,0,172.52,-0.005145,0,0,0,4,0,0,173.42,-0.004525,0,0,0,9,0,0,173.5,0.17647058823529413,0.21212121212121213,0.21212121212121213,312,189,145.24,-0.105745,0,0,0,3,0,0,145.3,-0.105345,0,0,0,5,0,0,163.1,-0.017135,0,0,0,13,0,0,163.1,0.1510791366906475,0.05263157894736842,0.14942528735632185,719,275
24,2024,7,True,160.46,143.48,-0.012205,0,0,0,4,0,0,143.48,-0.012205,0,0,0,6,0,0,143.48,-0.012205,0,0,0,12,0,0,149.68,1.0,1.0,1.0,0,0,143.48,-0.012205,0,0,0,4,0,0,143.48,-0.012205,0,0,0,7,0,0,143.48,-0.012205,0,0,0,12,0,0,143.48,0.14285714285714285,0.14285714285714285,0.1695906432748538,626,279,131.48,-0.0519,0,0,0,3,0,0,134.58,-0.036805,0,0,0,7,0,0,134.58,-0.036805,0,0,0,10,0,0,134.58,0.36752136752136755,0.25,0.4084507042253521,307,184,143.48,-0.012205,0,0,0,4,0,0,143.48,-0.012205,0,0,0,6,0,0,143.48,-0.012205,0,0,0,10,0,0,143.48,0.1510791366906475,0.1111111111111111,0.1661807580174927,729,282
25,2024,8,True,194.5,169.2,-0.03312,0,0,0,3,0,0,169.2,-0.03312,0,0,0,3,0,0,169.2,-0.03312,0,0,0,7,0,0,175.84,1.0,1.0,1.0,0,0,162.56,-0.06111,0,0,0,3,0,0,169.18,-0.03316,0,0,0,7,0,0,170.3,-0.029435,0,0,0,9,0,0,178.18,0.1347517730496454,0.14285714285714285,0.14942528735632185,850,374,145.84,-0.20658,0,0,0,1,0,0,162.56,-0.06111,0,0,0,3,0,0,162.56,-0.06111,0,0,0,6,0,0,178.36,0.18518518518518517,0.21212121212121213,0.2779552715654952,412,252,169.18,-0.03316,0,0,0,3,0,0,170.3,-0.029435,0,0,0,7,0,0,170.3,-0.029435,0,0,0,9,0,0,178.18,0.14285714285714285,0.17647058823529413,0.12994350282485875,988,378
26,2024,9,True,209.76,149.5,-0.26685,0,0,0,0,0,0,159.48,-0.155695,0,0,0,2,0,0,159.48,-0.155695,0,0,0,2,0,0,170.16,1.0,1.0,1.0,0,0,167.92,-0.090695,0,0,0,2,0,0,169.9,-0.07875,0,0,0,5,0,0,169.9,-0.07875,0,0,0,10,0,0,177.18,0.11888111888111888,0.17647058823529413,0.1695906432748538,731,327,149.5,-0.26685,0,0,0,0,0,0,149.5,-0.26685,0,0,0,0,0,0,167.54,-0.09325,0,0,0,2,0,0,170.16,0.23076923076923078,0.25,0.2903225806451613,355,216,167.92,-0.090695,0,0,0,2,0,0,175.12,-0.05353,0,0,0,5,0,0,175.12,-0.05353,0,0,0,9,0,0,182.5,0.0958904109589041,0.08108108108108109,0.1267605633802817,850,332
27,2024,10,True,167.92,156.42,-0.002085,0,0,0,3,0,0,156.42,-0.002085,0,0,0,6,0,0,156.42,-0.002085,0,0,0,6,0,0,156.42,1.0,1.0,1.0,0,0,123.46,-0.145525,0,0,0,2,0,0,144.86,-0.01331,0,0,0,5,0,0,155.06,-0.002695,0,0,0,9,0,0,155.06,0.10344827586206896,0.05263157894736842,0.10497237569060773,655,288,119.54,-0.2007,0,0,0,1,0,0,129.82,-0.080705,0,0,0,2,0,0,132.3,-0.062515,0,0,0,3,0,0,145.46,0.20300751879699247,0.08108108108108109,0.2345679012345679,306,192,144.86,-0.01331,0,0,0,3,0,0,144.86,-0.01331,0,0,0,4,0,0,155.06,-0.002695,0,0,0,9,0,0,155.06,0.0738255033557047,0.08108108108108109,0.08401084010840108,761,294
28,2024,11,True,217.94,215.08,-0.000195,1,1,0,11,0,2,215.08,-0.000195,1,1,0,18,0,2,215.08,-0.000195,1,1,0,42,0,4,215.08,1.0,1.0,1.0,0,0,179.88,-0.011205,0,0,0,6,0,0,193.28,-0.00301,0,0,0,12,0,0,193.28,-0.00301,0,0,0,21,0,0,194.82,0.11888111888111888,0.08108108108108109,0.14613180515759314,735,308,215.08,-0.000195,1,1,0,9,0,2,215.08,-0.000195,1,1,0,18,0,2,215.08,-0.000195,1,1,0,34,0,2,215.08,0.2903225806451613,0.17647058823529413,0.40350877192982454,337,205,179.88,-0.011205,0,0,0,6,0,0,193.28,-0.00301,0,0,0,11,0,0,193.28,-0.00301,0,0,0,19,0,0,193.28,0.14285714285714285,0.1111111111111111,0.14285714285714285,848,317
29,2024,12,True,210.4,169.1,-0.0232,0,0,0,5,0,0,169.1,-0.0232,0,0,0,8,0,0,169.1,-0.0232,0,0,0,12,0,0,176.5,1.0,1.0,1.0,0,0,169.1,-0.0232,0,0,0,5,0,0,169.1,-0.0232,0,0,0,6,0,0,183.48,-0.00488,0,0,0,13,0,0,183.48,0.1678832116788321,0.17647058823529413,0.19760479041916168,689,298,159.06,-0.057885,0,0,0,3,0,0,159.06,-0.057885,0,0,0,7,0,0,159.06,-0.057885,0,0,0,9,0,0,170.16,0.1510791366906475,0.14285714285714285,0.25391849529780564,313,197,160.7,-0.050245,0,0,0,5,0,0,160.7,-0.050245,0,0,0,8,0,0,167.16,-0.027855,0,0,0,14,0,0,183.48,0.0958904109589041,0.08108108108108109,0.13636363636363635,794,298
30,2024,13,True,189.56,133.28,-0.368085,0,0,0,0,0,0,141.78,-0.22281,0,0,0,0,0,0,163.74,-0.02926,0,0,0,2,0,0,163.74,1.0,1.0,1.0,0,0,149.3,-0.125715,0,0,0,1,0,0,156.5,-0.064795,0,0,0,2,0,0,157.44,-0.058925,0,0,0,3,0,0,176.1,0.21212121212121213,0.17647058823529413,0.22699386503067484,609,278,156.5,-0.064795,0,0,0,2,0,0,156.5,-0.064795,0,0,0,3,0,0,156.5,-0.064795,0,0,0,3,0,0,156.5,0.21212121212121213,0.25,0.22699386503067484,296,181,149.3,-0.125715,0,0,0,1,0,0,156.5,-0.064795,0,0,0,2,0,0,157.44,-0.058925,0,0,0,3,0,0,176.1,0.1678832116788321,0.17647058823529413,0.17302052785923755,711,280
31,2024,14,True,226.48,178.88,-0.160585,0,0,0,1,0,0,200.38,-0.04838,1,1,0,4,0,0,200.38,-0.04838,1,1,0,6,0,0,200.38,1.0,1.0,1.0,0,0,168.18,-0.252615,0,0,0,0,0,0,168.18,-0.252615,0,0,0,0,0,0,192.98,-0.076555,0,0,0,2,0,0,192.98,0.1111111111111111,0.05263157894736842,0.14285714285714285,630,279,168.08,-0.253515,0,0,0,0,0,0,217.98,-0.01274,1,1,0,1,0,0,217.98,-0.01274,1,1,0,4,0,0,217.98,0.21212121212121213,0.14285714285714285,0.27388535031847133,283,177,168.18,-0.252615,0,0,0,0,0,0,168.18,-0.252615,0,0,0,0,0,0,176.78,-0.17662,0,0,0,1,0,0,192.98,0.1111111111111111,0.02564102564102564,0.13314447592067988,731,282
32,2024,15,True,225.66,170.46,-0.04767,0,0,0,4,0,0,170.46,-0.04767,0,0,0,8,0,0,187.66,-0.01288,0,0,0,19,0,0,187.66,1.0,1.0,1.0,0,0,170.46,-0.04767,0,0,0,3,0,0,170.46,-0.04767,0,0,0,5,0,0,187.2,-0.013345,0,0,0,11,0,0,187.2,0.17647058823529413,0.1111111111111111,0.22324159021406728,758,344,191.26,-0.0095,0,0,0,4,0,0,191.26,-0.0095,0,0,0,6,0,0,201.96,-0.00354,1,1,0,13,0,0,201.96,0.19402985074626866,0.08108108108108109,0.25391849529780564,367,234,170.46,-0.04767,0,0,0,3,0,0,170.46,-0.04767,0,0,0,5,0,0,176.26,-0.031565,0,0,0,10,0,0,176.26,0.1347517730496454,0.08108108108108109,0.17302052785923755,887,351
33,2024,16,True,223.08,189.14,-0.01581,0,0,0,5,0,0,223.08,-0.000115,1,1,1,9,1,1,223.08,-0.000115,1,1,1,13,1,1,223.08,1.0,1.0,1.0,0,0,189.46,-0.01533,0,0,0,4,0,0,189.46,-0.01533,0,0,0,7,0,0,223.08,-0.000115,1,1,1,13,1,1,223.08,0.11888111888111888,0.14285714285714285,0.1834319526627219,682,298,189.46,-0.01533,0,0,0,8,0,0,189.46,-0.01533,0,0,0,10,0,0,189.46,-0.01533,0,0,0,17,0,0,223.08,0.17647058823529413,0.14285714285714285,0.23076923076923078,326,204,189.46,-0.01533,0,0,0,5,0,0,189.46,-0.01533,0,0,0,8,0,0,193.76,-0.009175,0,0,0,15,0,0,193.76,0.1267605633802817,0.17647058823529413,0.15606936416184972,798,307
34,2024,17,True,212.86,159.92,-0.23036,0,0,0,0,0,0,182.86,-0.04209,0,0,0,2,0,0,197.86,-0.00829,1,0,0,3,0,0,197.86,1.0,1.0,1.0,0,0,176.96,-0.071275,0,0,0,1,0,0,201.36,-0.00541,1,1,0,3,0,0,201.36,-0.00541,1,1,0,5,0,0,201.36,0.17647058823529413,0.1111111111111111,0.2578616352201258,553,232,199.76,-0.006535,1,0,0,2,0,0,201.36,-0.00541,1,1,0,4,0,0,205.86,-0.00292,1,1,0,8,0,0,205.86,0.19402985074626866,0.1111111111111111,0.3422818791946309,251,161,160.82,-0.218845,0,0,0,0,0,0,161.26,-0.21313,0,0,0,0,0,0,198.16,-0.008035,1,0,0,2,0,0,198.16,0.15942028985507245,0.1111111111111111,0.2012012012012012,640,236
35,2024,18,True,205.64,191.04,-0.01019,0,0,0,6,0,0,191.04,-0.01019,0,0,0,10,0,0,191.04,-0.01019,0,0,0,12,0,0,191.04,1.0,1.0,1.0,0,0,178.58,-0.03704,0,0,0,4,0,0,178.58,-0.03704,0,0,0,5,0,0,178.58,-0.03704,0,0,0,10,0,0,178.58,0.1111111111111111,0.05263157894736842,0.1661807580174927,802,383,188.48,-0.013475,0,0,0,1,0,0,188.74,-0.01306,0,0,0,4,0,0,188.74,-0.01306,0,0,0,6,0,0,188.74,0.14285714285714285,0.0,0.19047619047619047,410,262,178.58,-0.03704,0,0,0,3,0,0,178.58,-0.03704,0,0,0,4,0,0,178.58,-0.03704,0,0,0,8,0,0,178.58,0.08108108108108109,0.02564102564102564,0.14285714285714285,948,389
36,2025,1,True,171.82,141.92,-0.033355,0,0,0,3,0,0,151.42,-0.008495,0,0,0,6,0,0,151.42,-0.008495,0,0,0,9,0,0,151.42,1.0,1.0,1.0,0,0,139.92,-0.042825,0,0,0,4,0,0,139.92,-0.042825,0,0,0,7,0,0,139.92,-0.042825,0,0,0,10,0,0,143.3,0.11888111888111888,0.05263157894736842,0.12994350282485875,464,317,141.92,-0.033355,0,0,0,4,0,0,151.42,-0.008495,0,0,0,7,0,0,153.98,-0.005565,0,0,0,13,0,0,153.98,0.415929203539823,0.25,0.556420233463035,135,88,139.28,-0.046435,0,0,0,3,0,0,139.28,-0.046435,0,0,0,5,0,0,146.26,-0.01857,0,0,0,12,0,0,148.86,0.0738255033557047,0.05263157894736842,0.10192837465564739,599,317
37,2025,2,True,218.36,180.6,-0.01719,0,0,0,4,0,0,192.5,-0.005065,0,0,0,9,0,0,192.5,-0.005065,0,0,0,18,0,0,197.2,1.0,1.0,1.0,0,0,179.74,-0.01871,0,0,0,7,0,0,179.74,-0.01871,0,0,0,10,0,0,197.2,-0.002825,1,0,0,21,0,0,197.2,0.08843537414965986,0.08108108108108109,0.1111111111111111,506,339,199.3,-0.002155,1,0,0,4,0,0,199.3,-0.002155,1,0,0,11,0,0,199.3,-0.002155,1,0,0,18,0,0,199.3,0.3793103448275862,0.21212121212121213,0.5325670498084292,139,114,184.24,-0.01215,0,0,0,8,0,0,184.24,-0.01215,0,0,0,15,0,0,189.64,-0.007015,0,0,0,30,0,0,190.98,0.0738255033557047,0.08108108108108109,0.0958904109589041,645,339
38,2025,3,True,216.66,155.92,-0.106385,0,0,0,3,0,0,162.82,-0.06048,0,0,0,6,0,0,162.82,-0.06048,0,0,0,8,0,0,176.02,1.0,1.0,1.0,0,0,155.26,-0.111685,0,0,0,2,0,0,176.42,-0.015705,0,0,0,3,0,0,176.42,-0.015705,0,0,0,4,0,0,176.42,0.0958904109589041,0.05263157894736842,0.15273775216138327,537,355,152.62,-0.13555,0,0,0,1,0,0,152.62,-0.13555,0,0,0,4,0,0,168.92,-0.03437,0,0,0,9,0,0,176.02,0.45454545454545453,0.42857142857142855,0.5873015873015873,145,117,155.26,-0.111685,0,0,0,2,0,0,155.26,-0.111685,0,0,0,2,0,0,155.26,-0.111685,0,0,0,3,0,0,163.84,0.08843537414965986,0.0,0.10497237569060773,682,359
39,2025,4,True,197.7,157.58,-0.221495,0,0,0,0,0,0,157.58,-0.221495,0,0,0,0,0,0,162.3,-0.164125,0,0,0,2,0,0,176.9,1.0,1.0,1.0,0,0,161.62,-0.1716,0,0,0,3,0,0,161.62,-0.1716,0,0,0,3,0,0,172.5,-0.07689,0,0,0,5,0,0,182.62,0.08843537414965986,0.0,0.1111111111111111,480,309,157.58,-0.221495,0,0,0,0,0,0,157.58,-0.221495,0,0,0,0,0,0,158.68,-0.20735,0,0,0,1,0,0,163.82,0.42857142857142855,0.5384615384615384,0.5325670498084292,123,105,161.62,-0.1716,0,0,0,2,0,0,197.7,-0.0046,1,0,0,5,0,0,197.7,-0.0046,1,0,0,5,0,0,197.7,0.06666666666666667,0.02564102564102564,0.08401084010840108,603,311
40,2025,5,True,206.86,166.14,-0.296245,0,0,0,0,0,0,166.14,-0.296245,0,0,0,0,0,0,166.14,-0.296245,0,0,0,0,0,0,173.22,1.0,1.0,1.0,0,0,164.42,-0.324065,0,0,0,0,0,0,166.14,-0.296245,0,0,0,0,0,0,166.14,-0.296245,0,0,0,0,0,0,176.48,0.1678832116788321,0.17647058823529413,0.22324159021406728,642,307,159.32,-0.410735,0,0,0,0,0,0,165.92,-0.29976,0,0,0,0,0,0,166.14,-0.296245,0,0,0,0,0,0,166.14,0.1267605633802817,0.08108108108108109,0.2012012012012012,324,207,154.74,-0.49363,0,0,0,0,0,0,166.14,-0.296245,0,0,0,0,0,0,166.14,-0.296245,0,0,0,0,0,0,166.14,0.1111111111111111,0.08108108108108109,0.16279069767441862,756,308
41,2025,6,True,213.28,149.76,-0.22838,0,0,0,0,0,0,174.24,-0.03869,0,0,0,3,0,0,174.24,-0.03869,0,0,0,3,0,0,178.34,1.0,1.0,1.0,0,0,140.44,-0.356765,0,0,0,0,0,0,147.14,-0.262585,0,0,0,0,0,0,178.34,-0.02565,0,0,0,2,0,0,178.34,0.1111111111111111,0.1111111111111111,0.1695906432748538,671,303,143.26,-0.315575,0,0,0,0,0,0,176.38,-0.031435,0,0,0,2,0,0,178.34,-0.02565,0,0,0,3,0,0,178.34,0.1267605633802817,0.1111111111111111,0.19402985074626866,335,207,129.34,-0.532415,0,0,0,0,0,0,160.34,-0.119575,0,0,0,1,0,0,160.34,-0.119575,0,0,0,3,0,0,160.34,0.1267605633802817,0.14285714285714285,0.14942528735632185,784,303
42,2025,7,True,196.1,138.12,-0.52079,0,0,0,0,0,0,139.2,-0.50379,0,0,0,0,0,0,145.88,-0.39894,0,0,0,0,0,0,145.88,1.0,1.0,1.0,0,0,141.72,-0.46417,0,0,0,0,0,0,152.5,-0.301785,0,0,0,0,0,0,152.5,-0.301785,0,0,0,0,0,0,152.5,0.18518518518518517,0.1111111111111111,0.20481927710843373,643,313,141.72,-0.46417,0,0,0,0,0,0,159.24,-0.215345,0,0,0,0,0,0,159.24,-0.215345,0,0,0,0,0,0,169.54,0.1678832116788321,0.1111111111111111,0.17647058823529413,340,217,141.72,-0.46417,0,0,0,0,0,0,143.72,-0.432165,0,0,0,0,0,0,149.98,-0.33746,0,0,0,0,0,0,149.98,0.1678832116788321,0.1111111111111111,0.15606936416184972,765,313
43,2025,8,True,191.28,160.68,-0.054895,0,0,0,4,0,0,179.14,-0.00815,0,0,0,12,0,0,179.14,-0.00815,0,0,0,17,0,0,179.14,1.0,1.0,1.0,0,0,160.68,-0.054895,0,0,0,4,0,0,179.14,-0.00815,0,0,0,12,0,0,179.14,-0.00815,0,0,0,21,0,0,179.14,0.10344827586206896,0.1111111111111111,0.1267605633802817,659,308,159.76,-0.05932,0,0,0,5,0,0,159.76,-0.05932,0,0,0,9,0,0,173.72,-0.01537,0,0,0,19,0,0,185.58,0.15942028985507245,0.08108108108108109,0.21212121212121213,335,208,155.42,-0.08352,0,0,0,2,0,0,155.42,-0.08352,0,0,0,6,0,0,173.72,-0.01537,0,0,0,13,0,0,177.76,0.1267605633802817,0.1111111111111111,0.10497237569060773,776,308
44,2025,9,True,234.34,203.08,-0.01232,1,1,0,8,0,0,203.08,-0.01232,1,1,0,13,0,0,203.08,-0.01232,1,1,0,19,0,0,226.32,1.0,1.0,1.0,0,0,180.7,-0.070625,0,0,0,4,0,0,198.84,-0.017935,1,0,0,13,0,0,198.84,-0.017935,1,0,0,22,0,0,226.32,0.0738255033557047,0.05263157894736842,0.1396011396011396,714,331,203.08,-0.01232,1,1,0,6,0,0,203.08,-0.01232,1,1,0,9,0,0,203.08,-0.01232,1,1,0,15,0,0,226.32,0.1678832116788321,0.21212121212121213,0.2422360248447205,373,228,181.3,-0.067935,0,0,0,7,0,0,198.84,-0.017935,1,0,0,12,0,0,198.84,-0.017935,1,0,0,20,0,0,226.32,0.059602649006622516,0.08108108108108109,0.12994350282485875,845,335
45,2025,10,True,209.56,183.5,-0.04437,0,0,0,5,0,0,189.92,-0.024165,0,0,0,11,0,0,189.92,-0.024165,0,0,0,16,0,0,196.1,1.0,1.0,1.0,0,0,181.5,-0.05261,0,0,0,3,0,0,193.0,-0.017505,0,0,0,5,0,0,193.42,-0.016785,0,0,0,11,0,0,202.82,0.08843537414965986,0.08108108108108109,0.1396011396011396,677,315,183.5,-0.04437,0,0,0,5,0,0,183.5,-0.04437,0,0,0,8,0,0,183.98,-0.042435,0,0,0,13,0,0,196.1,0.23076923076923078,0.2903225806451613,0.3289036544850498,330,207,168.54,-0.139085,0,0,0,1,0,0,193.0,-0.017505,0,0,0,3,0,0,193.0,-0.017505,0,0,0,9,0,0,193.0,0.0958904109589041,0.05263157894736842,0.1396011396011396,797,318
46,2025,11,True,193.38,128.1,-0.31934,0,0,0,0,0,0,128.82,-0.311105,0,0,0,0,0,0,141.18,-0.188715,0,0,0,2,0,0,141.18,1.0,1.0,1.0,0,0,169.28,-0.036865,0,0,0,2,0,0,169.28,-0.036865,0,0,0,4,0,0,169.28,-0.036865,0,0,0,7,0,0,173.78,0.20300751879699247,0.25,0.20481927710843373,717,341,130.0,-0.29771,0,0,0,0,0,0,130.0,-0.29771,0,0,0,0,0,0,154.7,-0.094505,0,0,0,2,0,0,154.7,0.25984251968503935,0.21212121212121213,0.30718954248366015,361,228,169.28,-0.036865,0,0,0,2,0,0,179.08,-0.0169,0,0,0,5,0,0,179.08,-0.0169,0,0,0,8,0,0,179.08,0.17647058823529413,0.17647058823529413,0.1661807580174927,844,342
47,2025,12,True,227.34,170.28,-0.27951,0,0,0,0,0,0,184.22,-0.1525,0,0,0,1,0,0,184.22,-0.1525,0,0,0,2,0,0,184.22,1.0,1.0,1.0,0,0,190.02,-0.11251,0,0,0,1,0,0,190.02,-0.11251,0,0,0,2,0,0,190.02,-0.11251,0,0,0,2,0,0,190.02,0.15942028985507245,0.1111111111111111,0.21580547112462006,718,339,168.06,-0.30285,0,0,0,0,0,0,184.22,-0.1525,0,0,0,2,0,0,184.22,-0.1525,0,0,0,3,0,0,187.06,0.25,0.17647058823529413,0.27388535031847133,358,229,178.64,-0.19786,0,0,0,1,0,0,190.02,-0.11251,0,0,0,4,0,0,190.02,-0.11251,0,0,0,4,0,0,190.02,0.11888111888111888,0.05263157894736842,0.17647058823529413,846,339
