season,week,score_rank,tag,entry_ix,lineup_score,player,pos,team,salary,proj,actual
2023,2,112,boom,17,116.1,ATL DST,DST,ATL,2900,9.6,1.0
2023,2,123,boom,25,110.2,ATL DST,DST,ATL,2900,9.6,1.0
2023,2,129,boom,28,107.8,ATL DST,DST,ATL,2900,9.6,1.0
2023,2,130,boom,10,107.5,ATL DST,DST,ATL,2900,9.6,1.0
2023,2,133,boom,35,104.4,ATL DST,DST,ATL,2900,9.6,1.0
2023,2,136,boom,16,103.3,ATL DST,DST,ATL,2900,9.6,1.0
2023,2,143,boom,33,97.2,ATL DST,DST,ATL,2900,9.6,1.0
2023,2,144,boom,36,94.3,ATL DST,DST,ATL,2900,9.6,1.0
2023,2,146,boom,45,88.3,ATL DST,DST,ATL,2900,9.6,1.0
2023,2,147,boom,65,88.3,ATL DST,DST,ATL,2900,9.6,1.0
2023,2,149,boom,22,78.7,ATL DST,DST,ATL,2900,9.6,1.0
2023,5,16,boom,72,132.1,ATL DST,DST,ATL,3400,8.2,1.0
2023,5,40,lev,36,114.8,ATL DST,DST,ATL,3400,8.2,1.0
2023,5,48,lev,45,110.0,ATL DST,DST,ATL,3400,8.2,1.0
2023,5,49,lev,140,109.7,ATL DST,DST,ATL,3400,8.2,1.0
2023,5,59,boom,52,106.7,ATL DST,DST,ATL,3400,8.2,1.0
2023,5,71,lev,129,100.1,ATL DST,DST,ATL,3400,8.2,1.0
2023,5,86,lev,89,94.3,ATL DST,DST,ATL,3400,8.2,1.0
2023,5,92,lev,61,92.1,ATL DST,DST,ATL,3400,8.2,1.0
2023,5,103,lev,76,87.5,ATL DST,DST,ATL,3400,8.2,1.0
2023,5,104,lev,141,87.5,ATL DST,DST,ATL,3400,8.2,1.0
2023,5,115,lev,54,84.4,ATL DST,DST,ATL,3400,8.2,1.0
2023,5,118,boom,90,82.7,ATL DST,DST,ATL,3400,8.2,1.0
2023,5,128,boom,63,78.6,ATL DST,DST,ATL,3400,8.2,1.0
2023,5,140,lev,53,72.3,ATL DST,DST,ATL,3400,8.2,1.0
2023,5,146,lev,132,68.0,ATL DST,DST,ATL,3400,8.2,1.0
2023,5,150,lev,107,57.0,ATL DST,DST,ATL,3400,8.2,1.0
2023,6,70,lev,101,100.7,ATL DST,DST,ATL,3600,7.7,5.0
2023,7,60,lev,145,123.5,ATL DST,DST,ATL,2800,6.9,11.0
2023,8,52,boom,6,138.2,ATL DST,DST,ATL,2900,9.7,3.0
2023,8,55,boom,18,136.0,ATL DST,DST,ATL,2900,9.7,3.0
2023,8,100,boom,15,121.1,ATL DST,DST,ATL,2900,9.7,3.0
2023,8,113,boom,41,114.5,ATL DST,DST,ATL,2900,9.7,3.0
2023,8,119,boom,5,112.4,ATL DST,DST,ATL,2900,9.7,3.0
2023,8,137,boom,12,98.2,ATL DST,DST,ATL,2900,9.7,3.0
2023,8,138,boom,44,98.0,ATL DST,DST,ATL,2900,9.7,3.0
2023,8,139,boom,16,97.4,ATL DST,DST,ATL,2900,9.7,3.0
2023,8,140,boom,25,97.3,ATL DST,DST,ATL,2900,9.7,3.0
2023,8,142,boom,2,93.2,ATL DST,DST,ATL,2900,9.7,3.0
2023,8,144,boom,84,91.3,ATL DST,DST,ATL,2900,9.7,3.0
2023,8,146,boom,34,90.7,ATL DST,DST,ATL,2900,9.7,3.0
2023,8,150,boom,28,62.7,ATL DST,DST,ATL,2900,9.7,3.0
2023,9,81,lev,110,123.9,ATL DST,DST,ATL,3700,9.1,7.0
2023,9,136,lev,36,88.3,ATL DST,DST,ATL,3700,9.1,7.0
2023,13,1,boom,31,182.0,ATL DST,DST,ATL,3400,10.0,14.0
2023,13,2,boom,26,173.8,ATL DST,DST,ATL,3400,10.0,14.0
2023,13,8,boom,51,154.6,ATL DST,DST,ATL,3400,10.0,14.0
2023,13,12,boom,36,150.6,ATL DST,DST,ATL,3400,10.0,14.0
2023,13,17,boom,16,147.4,ATL DST,DST,ATL,3400,10.0,14.0
2023,13,18,boom,11,145.0,ATL DST,DST,ATL,3400,10.0,14.0
2023,13,19,boom,29,144.2,ATL DST,DST,ATL,3400,10.0,14.0
2023,13,25,boom,33,139.8,ATL DST,DST,ATL,3400,10.0,14.0
2023,13,30,boom,14,138.1,ATL DST,DST,ATL,3400,10.0,14.0
2023,13,38,boom,13,130.7,ATL DST,DST,ATL,3400,10.0,14.0
2023,13,46,boom,4,127.0,ATL DST,DST,ATL,3400,10.0,14.0
2023,13,59,boom,7,118.4,ATL DST,DST,ATL,3400,10.0,14.0
2023,13,78,boom,24,109.4,ATL DST,DST,ATL,3400,10.0,14.0
2023,13,131,boom,28,85.9,ATL DST,DST,ATL,3400,10.0,14.0
2023,14,93,lev,101,92.3,ATL DST,DST,ATL,2900,7.7,0.0
2023,14,113,lev,100,87.7,ATL DST,DST,ATL,2900,7.7,0.0
2023,15,15,lev,118,162.0,ATL DST,DST,ATL,3600,9.6,7.0
2023,15,27,dark,19,156.4,ATL DST,DST,ATL,3600,9.6,7.0
2023,15,32,lev,16,155.3,ATL DST,DST,ATL,3600,9.6,7.0
2023,15,41,lev,113,150.9,ATL DST,DST,ATL,3600,9.6,7.0
2023,15,46,lev,124,149.4,ATL DST,DST,ATL,3600,9.6,7.0
2023,15,49,lev,145,147.9,ATL DST,DST,ATL,3600,9.6,7.0
2023,15,54,lev,95,146.1,ATL DST,DST,ATL,3600,9.6,7.0
2023,15,55,lev,119,145.8,ATL DST,DST,ATL,3600,9.6,7.0
2023,15,71,lev,81,137.9,ATL DST,DST,ATL,3600,9.6,7.0
2023,15,75,lev,134,135.7,ATL DST,DST,ATL,3600,9.6,7.0
2023,15,84,lev,107,130.5,ATL DST,DST,ATL,3600,9.6,7.0
2023,15,87,lev,82,128.6,ATL DST,DST,ATL,3600,9.6,7.0
2023,15,94,lev,131,126.9,ATL DST,DST,ATL,3600,9.6,7.0
2023,15,98,lev,6,121.2,ATL DST,DST,ATL,3600,9.6,7.0
2023,15,117,lev,142,114.9,ATL DST,DST,ATL,3600,9.6,7.0
2023,15,121,lev,68,110.0,ATL DST,DST,ATL,3600,9.6,7.0
2023,15,128,lev,87,104.9,ATL DST,DST,ATL,3600,9.6,7.0
2023,16,24,lev,127,146.1,ATL DST,DST,ATL,3300,7.4,12.0
2023,16,44,lev,2,135.8,ATL DST,DST,ATL,3300,7.4,12.0
2023,16,52,lev,147,133.4,ATL DST,DST,ATL,3300,7.4,12.0
2023,17,40,lev,68,131.1,ATL DST,DST,ATL,3100,7.2,-1.0
2023,1,1,lev,75,195.4,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,2,lev,87,188.2,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,5,lev,147,180.2,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,9,lev,58,178.3,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,10,lev,117,178.1,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,11,lev,110,177.5,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,16,lev,138,171.9,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,21,lev,55,167.6,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,23,lev,111,166.4,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,24,lev,96,165.9,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,26,lev,23,165.2,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,28,lev,1,163.8,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,30,lev,69,163.7,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,33,lev,102,163.2,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,34,lev,99,163.0,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,36,lev,64,162.2,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,37,lev,144,162.0,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,38,lev,133,161.8,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,40,game,17,161.3,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,43,game,148,160.5,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,46,lev,49,159.8,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,47,lev,145,159.7,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,48,lev,67,159.3,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,52,lev,142,158.6,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,55,lev,57,157.7,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,56,lev,127,157.7,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,57,lev,105,157.4,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,60,lev,132,157.0,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,63,lev,83,155.8,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,64,lev,48,155.4,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,65,lev,60,155.1,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,70,lev,120,153.6,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,72,lev,44,153.2,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,75,lev,85,152.5,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,76,game,65,152.2,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,77,dark,9,152.1,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,79,lev,129,151.6,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,80,lev,143,150.9,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,88,lev,42,148.2,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,90,lev,76,146.5,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,91,dark,88,146.3,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,92,lev,103,146.0,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,95,lev,146,144.9,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,98,lev,89,143.5,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,99,boom,15,142.5,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,101,game,25,139.1,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,103,dark,14,138.8,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,106,lev,91,135.5,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,107,lev,106,131.3,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,108,boom,34,129.8,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,109,lev,108,128.1,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,113,boom,37,122.0,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,114,lev,107,120.8,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,116,game,149,119.2,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,117,boom,35,117.7,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,118,game,150,115.4,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,119,lev,29,115.4,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,121,lev,90,114.2,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,124,game,109,110.8,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,126,boom,30,104.5,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,127,boom,7,104.2,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,135,boom,41,95.5,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,140,lev,52,92.4,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,144,boom,61,87.7,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,148,boom,51,79.7,BAL DST,DST,BAL,4000,9.5,11.0
2023,1,149,boom,38,69.4,BAL DST,DST,BAL,4000,9.5,11.0
2023,3,59,lev,133,148.2,BAL DST,DST,BAL,3700,8.2,5.0
2023,3,101,game,78,128.7,BAL DST,DST,BAL,3700,8.2,5.0
2023,3,104,lev,70,127.9,BAL DST,DST,BAL,3700,8.2,5.0
2023,3,132,game,56,117.5,BAL DST,DST,BAL,3700,8.2,5.0
2023,3,138,game,85,109.3,BAL DST,DST,BAL,3700,8.2,5.0
2023,4,3,boom,12,181.7,BAL DST,DST,BAL,3200,9.1,17.0
2023,4,19,boom,20,156.5,BAL DST,DST,BAL,3200,9.1,17.0
2023,4,24,boom,39,152.0,BAL DST,DST,BAL,3200,9.1,17.0
2023,4,43,boom,15,139.7,BAL DST,DST,BAL,3200,9.1,17.0
2023,4,55,boom,11,132.7,BAL DST,DST,BAL,3200,9.1,17.0
2023,4,131,boom,45,98.4,BAL DST,DST,BAL,3200,9.1,17.0
2023,4,133,boom,16,96.9,BAL DST,DST,BAL,3200,9.1,17.0
2023,4,145,boom,38,76.8,BAL DST,DST,BAL,3200,9.1,17.0
2023,5,2,lev,23,163.2,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,5,boom,93,149.2,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,8,boom,24,146.3,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,9,boom,65,144.9,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,15,lev,43,132.9,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,21,lev,96,125.4,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,26,dark,15,122.4,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,33,lev,133,119.3,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,44,dark,71,111.2,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,58,game,84,107.2,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,62,lev,123,104.0,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,63,lev,108,103.9,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,65,lev,135,102.7,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,68,lev,139,101.1,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,72,lev,62,99.8,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,75,lev,82,99.1,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,81,lev,120,95.2,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,87,game,29,94.0,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,94,lev,39,90.6,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,95,lev,91,89.8,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,100,boom,3,89.2,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,107,lev,87,86.6,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,111,dark,35,85.8,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,112,dark,17,85.5,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,120,lev,51,82.2,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,121,game,85,80.8,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,124,lev,145,80.3,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,129,lev,125,78.3,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,133,lev,118,75.7,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,134,lev,86,75.3,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,137,lev,127,73.0,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,141,lev,138,71.4,BAL DST,DST,BAL,4200,8.8,4.0
2023,5,149,lev,136,65.3,BAL DST,DST,BAL,4200,8.8,4.0
2023,6,16,lev,116,121.8,BAL DST,DST,BAL,3600,8.1,9.0
2023,6,29,lev,136,112.2,BAL DST,DST,BAL,3600,8.1,9.0
2023,6,30,lev,149,112.1,BAL DST,DST,BAL,3600,8.1,9.0
2023,6,36,lev,122,110.4,BAL DST,DST,BAL,3600,8.1,9.0
2023,6,62,lev,96,101.9,BAL DST,DST,BAL,3600,8.1,9.0
2023,6,92,lev,137,95.4,BAL DST,DST,BAL,3600,8.1,9.0
2023,6,107,lev,124,92.0,BAL DST,DST,BAL,3600,8.1,9.0
2023,6,112,lev,77,91.3,BAL DST,DST,BAL,3600,8.1,9.0
2023,6,122,lev,145,88.5,BAL DST,DST,BAL,3600,8.1,9.0
2023,6,132,lev,99,82.5,BAL DST,DST,BAL,3600,8.1,9.0
2023,6,135,dark,23,80.6,BAL DST,DST,BAL,3600,8.1,9.0
2023,7,44,lev,72,132.9,BAL DST,DST,BAL,2500,7.6,14.0
2023,7,45,boom,4,132.7,BAL DST,DST,BAL,2500,7.6,14.0
2023,7,78,boom,68,118.3,BAL DST,DST,BAL,2500,7.6,14.0
2023,8,18,lev,136,153.0,BAL DST,DST,BAL,4200,9.8,6.0
2023,8,24,lev,115,150.4,BAL DST,DST,BAL,4200,9.8,6.0
2023,8,28,lev,29,149.0,BAL DST,DST,BAL,4200,9.8,6.0
2023,8,29,lev,102,147.5,BAL DST,DST,BAL,4200,9.8,6.0
2023,8,39,lev,106,144.4,BAL DST,DST,BAL,4200,9.8,6.0
2023,8,54,lev,122,136.6,BAL DST,DST,BAL,4200,9.8,6.0
2023,8,56,lev,128,134.7,BAL DST,DST,BAL,4200,9.8,6.0
2023,8,63,lev,90,132.3,BAL DST,DST,BAL,4200,9.8,6.0
2023,8,68,lev,56,131.0,BAL DST,DST,BAL,4200,9.8,6.0
2023,8,72,lev,119,129.3,BAL DST,DST,BAL,4200,9.8,6.0
2023,8,82,lev,127,126.7,BAL DST,DST,BAL,4200,9.8,6.0
2023,8,99,lev,107,122.0,BAL DST,DST,BAL,4200,9.8,6.0
2023,8,102,lev,132,120.6,BAL DST,DST,BAL,4200,9.8,6.0
2023,8,108,lev,93,117.6,BAL DST,DST,BAL,4200,9.8,6.0
2023,8,121,lev,123,111.0,BAL DST,DST,BAL,4200,9.8,6.0
2023,8,122,lev,145,110.9,BAL DST,DST,BAL,4200,9.8,6.0
2023,9,94,lev,141,115.2,BAL DST,DST,BAL,3800,7.9,15.0
2023,10,53,boom,29,139.9,BAL DST,DST,BAL,3200,9.4,11.0
2023,10,68,boom,8,136.8,BAL DST,DST,BAL,3200,9.4,11.0
2023,10,70,boom,34,136.1,BAL DST,DST,BAL,3200,9.4,11.0
2023,10,139,boom,16,103.6,BAL DST,DST,BAL,3200,9.4,11.0
2023,14,15,game,22,124.2,BAL DST,DST,BAL,3300,9.0,7.0
2023,14,16,boom,58,122.8,BAL DST,DST,BAL,3300,9.0,7.0
2023,14,34,lev,112,107.5,BAL DST,DST,BAL,3300,9.0,7.0
2023,14,61,lev,144,101.0,BAL DST,DST,BAL,3300,9.0,7.0
2023,14,71,lev,129,98.7,BAL DST,DST,BAL,3300,9.0,7.0
2023,14,78,lev,141,97.3,BAL DST,DST,BAL,3300,9.0,7.0
2023,14,97,lev,56,91.6,BAL DST,DST,BAL,3300,9.0,7.0
2023,14,110,boom,31,88.2,BAL DST,DST,BAL,3300,9.0,7.0
2023,14,123,lev,118,86.4,BAL DST,DST,BAL,3300,9.0,7.0
2023,14,136,lev,120,80.0,BAL DST,DST,BAL,3300,9.0,7.0
2023,15,17,lev,102,159.9,BAL DST,DST,BAL,3400,8.1,9.0
2023,17,24,lev,130,138.5,BAL DST,DST,BAL,2800,7.2,10.0
2023,17,36,lev,100,133.1,BAL DST,DST,BAL,2800,7.2,10.0
2023,17,75,lev,13,116.7,BAL DST,DST,BAL,2800,7.2,10.0
2023,18,37,lev,138,137.4,BAL DST,DST,BAL,3300,8.4,8.0
2023,18,57,lev,144,129.9,BAL DST,DST,BAL,3300,8.4,8.0
2023,18,100,lev,48,115.0,BAL DST,DST,BAL,3300,8.4,8.0
2023,1,44,lev,134,160.1,BUF DST,DST,BUF,3100,7.0,5.0
2023,3,1,boom,5,189.6,BUF DST,DST,BUF,2900,8.9,32.0
2023,3,3,boom,57,178.1,BUF DST,DST,BUF,2900,8.9,32.0
2023,3,7,boom,23,175.8,BUF DST,DST,BUF,2900,8.9,32.0
2023,3,18,boom,51,163.6,BUF DST,DST,BUF,2900,8.9,32.0
2023,3,31,boom,35,158.7,BUF DST,DST,BUF,2900,8.9,32.0
2023,3,34,boom,27,157.9,BUF DST,DST,BUF,2900,8.9,32.0
2023,3,39,boom,54,154.2,BUF DST,DST,BUF,2900,8.9,32.0
2023,3,40,boom,28,153.3,BUF DST,DST,BUF,2900,8.9,32.0
2023,3,41,boom,1,153.1,BUF DST,DST,BUF,2900,8.9,32.0
2023,3,51,boom,22,150.3,BUF DST,DST,BUF,2900,8.9,32.0
2023,3,57,boom,20,148.6,BUF DST,DST,BUF,2900,8.9,32.0
2023,3,66,boom,3,145.7,BUF DST,DST,BUF,2900,8.9,32.0
2023,3,74,boom,34,142.0,BUF DST,DST,BUF,2900,8.9,32.0
2023,3,83,boom,29,137.5,BUF DST,DST,BUF,2900,8.9,32.0
2023,3,118,boom,14,123.9,BUF DST,DST,BUF,2900,8.9,32.0
2023,3,123,boom,36,121.6,BUF DST,DST,BUF,2900,8.9,32.0
2023,4,23,boom,25,152.8,BUF DST,DST,BUF,2700,6.5,9.0
2023,4,138,boom,29,84.5,BUF DST,DST,BUF,2700,6.5,9.0
2023,4,141,boom,48,80.5,BUF DST,DST,BUF,2700,6.5,9.0
2023,5,20,boom,21,125.8,BUF DST,DST,BUF,2900,7.7,9.0
2023,5,24,boom,58,124.2,BUF DST,DST,BUF,2900,7.7,9.0
2023,5,57,lev,69,107.7,BUF DST,DST,BUF,2900,7.7,9.0
2023,5,73,boom,20,99.5,BUF DST,DST,BUF,2900,7.7,9.0
2023,6,28,lev,53,113.1,BUF DST,DST,BUF,3800,10.7,7.0
2023,6,39,lev,92,109.7,BUF DST,DST,BUF,3800,10.7,7.0
2023,6,55,lev,119,103.3,BUF DST,DST,BUF,3800,10.7,7.0
2023,6,64,lev,117,101.5,BUF DST,DST,BUF,3800,10.7,7.0
2023,6,81,lev,63,97.9,BUF DST,DST,BUF,3800,10.7,7.0
2023,6,98,lev,120,93.7,BUF DST,DST,BUF,3800,10.7,7.0
2023,7,1,lev,92,170.7,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,17,lev,100,146.1,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,18,lev,91,145.9,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,28,boom,26,140.0,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,32,lev,48,136.9,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,37,lev,88,135.3,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,42,lev,31,133.5,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,49,lev,134,131.3,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,51,lev,111,129.7,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,62,lev,118,122.8,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,65,lev,124,122.6,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,71,lev,65,121.0,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,73,lev,56,119.6,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,74,lev,120,119.3,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,75,boom,55,118.5,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,77,lev,113,118.3,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,87,lev,90,115.1,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,90,game,25,114.5,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,96,lev,129,112.9,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,98,dark,104,112.1,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,103,dark,16,111.0,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,107,dark,103,109.2,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,111,lev,57,107.6,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,112,dark,22,106.8,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,113,game,74,106.7,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,118,lev,80,102.6,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,121,lev,58,100.9,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,123,lev,97,100.0,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,124,game,63,99.9,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,125,boom,71,99.7,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,130,boom,28,99.3,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,137,game,52,94.8,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,138,lev,115,94.3,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,144,lev,143,91.4,BUF DST,DST,BUF,4200,9.6,2.0
2023,7,147,boom,27,87.4,BUF DST,DST,BUF,4200,9.6,2.0
