season,week,score_rank,tag,lineup_score,player,pos,team,salary,proj,actual
2025,2,1,boom,208.7,CeeDee Lamb,WR,DAL,7800,18.9,23.2
2025,2,1,boom,208.7,Malik Nabers,WR,NYG,7100,15.8,40.7
2025,2,1,boom,208.7,De'Von Achane,RB,MIA,6900,15.9,26.2
2025,2,1,boom,208.7,Josh Jacobs,RB,GB,6500,17.7,14.4
2025,2,1,boom,208.7,Jameson Williams,WR,DET,5700,13.0,21.8
2025,2,1,boom,208.7,Russell Wilson,QB,NYG,5100,18.0,34.3
2025,2,1,boom,208.7,Wan'Dale Robinson,WR,NYG,4400,10.4,31.2
2025,2,1,boom,208.7,Juwan Johnson,TE,NO,3600,19.7,15.9
2025,2,1,boom,208.7,IND DST,DST,IND,2600,8.1,1.0
2025,2,2,boom,171.2,CeeDee Lamb,WR,DAL,7800,18.9,23.2
2025,2,2,boom,171.2,Malik Nabers,WR,NYG,7100,15.8,40.7
2025,2,2,boom,171.2,Chase Brown,RB,CIN,6800,17.7,8.5
2025,2,2,boom,171.2,Javonte Williams,RB,DAL,5800,14.3,25.0
2025,2,2,boom,171.2,George Pickens,WR,DAL,5800,12.4,17.8
2025,2,2,boom,171.2,Russell Wilson,QB,NYG,5100,18.0,34.3
2025,2,2,boom,171.2,Sam LaPorta,TE,DET,4800,12.2,5.6
2025,2,2,boom,171.2,Darius Slayton,WR,NYG,3400,17.7,8.1
2025,2,2,boom,171.2,LAR DST,DST,LAR,3100,13.2,8.0
2025,2,3,boom,160.9,Ja'Marr Chase,WR,CIN,8100,18.2,39.5
2025,2,3,boom,160.9,Bucky Irving,RB,TB,7200,15.4,18.1
2025,2,3,boom,160.9,Jameson Williams,WR,DET,5700,13.0,21.8
2025,2,3,boom,160.9,J.K. Dobbins,RB,DEN,5600,11.9,15.5
2025,2,3,boom,160.9,Ricky Pearsall,WR,SF,5300,11.6,9.2
2025,2,3,boom,160.9,Daniel Jones,QB,IND,5200,18.2,25.8
2025,2,3,boom,160.9,Josh Downs,WR,IND,4600,8.8,11.1
2025,2,3,boom,160.9,Tyler Warren,TE,IND,4500,10.6,11.9
2025,2,3,boom,160.9,LAR DST,DST,LAR,3100,13.2,8.0
2025,2,4,game,159.6,CeeDee Lamb,WR,DAL,7800,18.9,23.2
2025,2,4,game,159.6,Christian McCaffrey,RB,SF,7500,19.2,22.7
2025,2,4,game,159.6,Jayden Daniels,QB,WAS,6700,23.2,19.7
2025,2,4,game,159.6,Josh Jacobs,RB,GB,6500,17.7,14.4
2025,2,4,game,159.6,Terry McLaurin,WR,WAS,5900,12.9,9.8
2025,2,4,game,159.6,Zach Ertz,TE,WAS,3900,18.2,18.4
2025,2,4,game,159.6,Troy Franklin,WR,DEN,3700,19.2,24.0
2025,2,4,game,159.6,Tucker Kraft,TE,GB,3700,20.0,27.4
2025,2,4,game,159.6,DEN DST,DST,DEN,3500,9.1,0.0
2025,2,5,boom,153.9,Jahmyr Gibbs,RB,DET,7400,18.4,19.4
2025,2,5,boom,153.9,Amon-Ra St. Brown,WR,DET,7000,15.4,42.2
2025,2,5,boom,153.9,Josh Jacobs,RB,GB,6500,17.7,14.4
2025,2,5,boom,153.9,Kyler Murray,QB,ARI,6400,22.5,15.0
2025,2,5,boom,153.9,Trey McBride,TE,ARI,6000,15.6,13.8
2025,2,5,boom,153.9,Marvin Harrison Jr.,WR,ARI,5800,15.2,4.7
2025,2,5,boom,153.9,Troy Franklin,WR,DEN,3700,19.2,24.0
2025,2,5,boom,153.9,Ja'Tavion Sanders,TE,CAR,3100,9.9,12.4
2025,2,5,boom,153.9,LAR DST,DST,LAR,3100,13.2,8.0
2025,2,6,game,146.7,CeeDee Lamb,WR,DAL,7800,18.9,23.2
2025,2,6,game,146.7,Christian McCaffrey,RB,SF,7500,19.2,22.7
2025,2,6,game,146.7,Jayden Daniels,QB,WAS,6700,23.2,19.7
2025,2,6,game,146.7,Josh Jacobs,RB,GB,6500,17.7,14.4
2025,2,6,game,146.7,Terry McLaurin,WR,WAS,5900,12.9,9.8
2025,2,6,game,146.7,Zach Ertz,TE,WAS,3900,18.2,18.4
2025,2,6,game,146.7,Tucker Kraft,TE,GB,3700,20.0,27.4
2025,2,6,game,146.7,Jalen Nailor,WR,MIN,3700,21.7,6.1
2025,2,6,game,146.7,SF DST,DST,SF,3600,9.2,5.0
2025,2,7,boom,142.0,Derrick Henry,RB,BAL,8200,17.9,2.3
2025,2,7,boom,142.0,Amon-Ra St. Brown,WR,DET,7000,15.4,42.2
2025,2,7,boom,142.0,Lamar Jackson,QB,BAL,7000,23.3,26.3
2025,2,7,boom,142.0,Zay Flowers,WR,BAL,6200,15.7,14.9
2025,2,7,boom,142.0,Tony Pollard,RB,TEN,5900,15.5,9.2
2025,2,7,boom,142.0,Rashod Bateman,WR,BAL,4600,9.7,3.5
2025,2,7,boom,142.0,Cedric Tillman,WR,CLE,4300,10.5,10.2
2025,2,7,boom,142.0,Tucker Kraft,TE,GB,3700,20.0,27.4
2025,2,7,boom,142.0,PIT DST,DST,PIT,3100,8.5,6.0
2025,2,8,boom,141.0,Derrick Henry,RB,BAL,8200,17.9,2.3
2025,2,8,boom,141.0,Amon-Ra St. Brown,WR,DET,7000,15.4,42.2
2025,2,8,boom,141.0,D'Andre Swift,RB,CHI,5700,12.4,14.9
2025,2,8,boom,141.0,D.J. Moore,WR,CHI,5600,13.0,9.6
2025,2,8,boom,141.0,Caleb Williams,QB,CHI,5400,19.4,18.0
2025,2,8,boom,141.0,Keon Coleman,WR,BUF,5100,12.4,5.6
2025,2,8,boom,141.0,Rome Odunze,WR,CHI,4800,12.3,34.8
2025,2,8,boom,141.0,Sam LaPorta,TE,DET,4800,12.2,5.6
2025,2,8,boom,141.0,LAR DST,DST,LAR,3100,13.2,8.0
2025,2,9,boom,140.0,Justin Jefferson,WR,MIN,7700,18.6,11.1
2025,2,9,boom,140.0,Jahmyr Gibbs,RB,DET,7400,18.4,19.4
2025,2,9,boom,140.0,Ashton Jeanty,RB,LV,7000,14.9,7.4
2025,2,9,boom,140.0,Javonte Williams,RB,DAL,5800,14.3,25.0
2025,2,9,boom,140.0,Caleb Williams,QB,CHI,5400,19.4,18.0
2025,2,9,boom,140.0,Chris Olave,WR,NO,4900,12.4,11.4
2025,2,9,boom,140.0,Rome Odunze,WR,CHI,4800,12.3,34.8
2025,2,9,boom,140.0,Cole Kmet,TE,CHI,3200,15.2,4.9
2025,2,9,boom,140.0,LAR DST,DST,LAR,3100,13.2,8.0
2025,2,10,boom,139.7,Derrick Henry,RB,BAL,8200,17.9,2.3
2025,2,10,boom,139.7,Lamar Jackson,QB,BAL,7000,23.3,26.3
2025,2,10,boom,139.7,Jonathan Taylor,RB,IND,6700,14.8,32.5
2025,2,10,boom,139.7,Zay Flowers,WR,BAL,6200,15.7,14.9
2025,2,10,boom,139.7,Tee Higgins,WR,CIN,6100,14.2,14.6
2025,2,10,boom,139.7,Rashod Bateman,WR,BAL,4600,9.7,3.5
2025,2,10,boom,139.7,Cedric Tillman,WR,CLE,4300,10.5,10.2
2025,2,10,boom,139.7,Tucker Kraft,TE,GB,3700,20.0,27.4
2025,2,10,boom,139.7,LAR DST,DST,LAR,3100,13.2,8.0
2025,2,11,boom,133.8,Ladd McConkey,WR,LAC,6900,15.9,9.8
2025,2,11,boom,133.8,De'Von Achane,RB,MIA,6900,15.9,26.2
2025,2,11,boom,133.8,Brian Thomas Jr.,WR,JAX,6700,15.8,8.9
2025,2,11,boom,133.8,James Cook,RB,BUF,6400,13.9,29.5
2025,2,11,boom,133.8,Tee Higgins,WR,CIN,6100,14.2,14.6
2025,2,11,boom,133.8,Drake Maye,QB,NE,5200,19.5,26.3
2025,2,11,boom,133.8,Kayshon Boutte,WR,NE,4500,10.6,8.6
2025,2,11,boom,133.8,Hunter Henry,TE,NE,4000,18.3,1.9
2025,2,11,boom,133.8,LAR DST,DST,LAR,3100,13.2,8.0
2025,2,12,boom,132.3,CeeDee Lamb,WR,DAL,7800,18.9,23.2
2025,2,12,boom,132.3,Ladd McConkey,WR,LAC,6900,15.9,9.8
2025,2,12,boom,132.3,James Cook,RB,BUF,6400,13.9,29.5
2025,2,12,boom,132.3,Zay Flowers,WR,BAL,6200,15.7,14.9
2025,2,12,boom,132.3,Javonte Williams,RB,DAL,5800,14.3,25.0
2025,2,12,boom,132.3,Geno Smith,QB,LV,5300,20.2,6.2
2025,2,12,boom,132.3,Jakobi Meyers,WR,LV,4900,15.5,12.8
2025,2,12,boom,132.3,Michael Mayer,TE,LV,3300,14.6,2.9
2025,2,12,boom,132.3,LAR DST,DST,LAR,3100,13.2,8.0
2025,2,13,boom,131.2,Derrick Henry,RB,BAL,8200,17.9,2.3
2025,2,13,boom,131.2,Ladd McConkey,WR,LAC,6900,15.9,9.8
2025,2,13,boom,131.2,Garrett Wilson,WR,NYJ,6500,15.8,9.0
2025,2,13,boom,131.2,Justin Herbert,QB,LAC,5900,21.6,19.8
2025,2,13,boom,131.2,Javonte Williams,RB,DAL,5800,14.3,25.0
2025,2,13,boom,131.2,Jakobi Meyers,WR,LV,4900,15.5,12.8
2025,2,13,boom,131.2,Keenan Allen,WR,LAC,4800,11.9,17.1
2025,2,13,boom,131.2,Tucker Kraft,TE,GB,3700,20.0,27.4
2025,2,13,boom,131.2,LAR DST,DST,LAR,3100,13.2,8.0
2025,2,14,game,129.6,Justin Jefferson,WR,MIN,7700,18.6,11.1
2025,2,14,game,129.6,Christian McCaffrey,RB,SF,7500,19.2,22.7
2025,2,14,game,129.6,Jayden Daniels,QB,WAS,6700,23.2,19.7
2025,2,14,game,129.6,Josh Jacobs,RB,GB,6500,17.7,14.4
2025,2,14,game,129.6,Terry McLaurin,WR,WAS,5900,12.9,9.8
2025,2,14,game,129.6,Zach Ertz,TE,WAS,3900,18.2,18.4
2025,2,14,game,129.6,Jalen Nailor,WR,MIN,3700,21.7,6.1
2025,2,14,game,129.6,Tucker Kraft,TE,GB,3700,20.0,27.4
2025,2,14,game,129.6,DEN DST,DST,DEN,3500,9.1,0.0
2025,2,15,boom,127.4,Jahmyr Gibbs,RB,DET,7400,18.4,19.4
2025,2,15,boom,127.4,Jonathan Taylor,RB,IND,6700,14.8,32.5
2025,2,15,boom,127.4,Courtland Sutton,WR,DEN,6300,14.9,1.6
2025,2,15,boom,127.4,Brock Bowers,TE,LV,6300,12.8,8.8
2025,2,15,boom,127.4,Bo Nix,QB,DEN,6100,18.6,21.2
2025,2,15,boom,127.4,Calvin Ridley,WR,TEN,4900,12.9,8.7
2025,2,15,boom,127.4,Calvin Austin III,WR,PIT,4700,9.9,3.2
2025,2,15,boom,127.4,Troy Franklin,WR,DEN,3700,19.2,24.0
2025,2,15,boom,127.4,LAR DST,DST,LAR,3100,13.2,8.0
2025,2,16,boom,127.4,Chase Brown,RB,CIN,6800,17.7,8.5
2025,2,16,boom,127.4,Kyler Murray,QB,ARI,6400,22.5,15.0
2025,2,16,boom,127.4,Tyreek Hill,WR,MIA,6400,13.4,19.9
2025,2,16,boom,127.4,Chuba Hubbard,RB,CAR,6000,14.2,18.7
2025,2,16,boom,127.4,Trey McBride,TE,ARI,6000,15.6,13.8
2025,2,16,boom,127.4,Marvin Harrison Jr.,WR,ARI,5800,15.2,4.7
2025,2,16,boom,127.4,Chris Olave,WR,NO,4900,12.4,11.4
2025,2,16,boom,127.4,Tucker Kraft,TE,GB,3700,20.0,27.4
2025,2,16,boom,127.4,LAR DST,DST,LAR,3100,13.2,8.0
2025,2,17,boom,126.3,Christian McCaffrey,RB,SF,7500,19.2,22.7
2025,2,17,boom,126.3,Jayden Daniels,QB,WAS,6700,23.2,19.7
2025,2,17,boom,126.3,Garrett Wilson,WR,NYJ,6500,15.8,9.0
2025,2,17,boom,126.3,Josh Jacobs,RB,GB,6500,17.7,14.4
2025,2,17,boom,126.3,Terry McLaurin,WR,WAS,5900,12.9,9.8
2025,2,17,boom,126.3,Jerry Jeudy,WR,CLE,5300,12.0,9.1
2025,2,17,boom,126.3,Rashid Shaheed,WR,NO,4500,9.4,15.2
2025,2,17,boom,126.3,Zach Ertz,TE,WAS,3900,18.2,18.4
2025,2,17,boom,126.3,LAR DST,DST,LAR,3100,13.2,8.0
2025,2,18,boom,126.2,Saquon Barkley,RB,PHI,8000,18.3,17.4
2025,2,18,boom,126.2,Ladd McConkey,WR,LAC,6900,15.9,9.8
2025,2,18,boom,126.2,Josh Jacobs,RB,GB,6500,17.7,14.4
2025,2,18,boom,126.2,Justin Herbert,QB,LAC,5900,21.6,19.8
2025,2,18,boom,126.2,Jameson Williams,WR,DET,5700,13.0,21.8
2025,2,18,boom,126.2,Travis Kelce,TE,KC,5000,10.6,10.1
2025,2,18,boom,126.2,Jakobi Meyers,WR,LV,4900,15.5,12.8
2025,2,18,boom,126.2,Keenan Allen,WR,LAC,4800,11.9,17.1
2025,2,18,boom,126.2,CAR DST,DST,CAR,2300,5.5,3.0
2025,2,19,boom,125.5,CeeDee Lamb,WR,DAL,7800,18.9,23.2
2025,2,19,boom,125.5,James Conner,RB,ARI,6600,15.9,12.2
2025,2,19,boom,125.5,Josh Jacobs,RB,GB,6500,17.7,14.4
2025,2,19,boom,125.5,Brock Bowers,TE,LV,6300,12.8,8.8
2025,2,19,boom,125.5,Tetairoa McMillan,WR,CAR,5400,13.8,19.0
2025,2,19,boom,125.5,Bryce Young,QB,CAR,5100,16.3,26.3
2025,2,19,boom,125.5,Jakobi Meyers,WR,LV,4900,15.5,12.8
2025,2,19,boom,125.5,Xavier Legette,WR,CAR,3900,18.3,0.8
2025,2,19,boom,125.5,LAR DST,DST,LAR,3100,13.2,8.0
2025,2,20,boom,116.3,Justin Jefferson,WR,MIN,7700,18.6,11.1
2025,2,20,boom,116.3,Jahmyr Gibbs,RB,DET,7400,18.4,19.4
2025,2,20,boom,116.3,Josh Jacobs,RB,GB,6500,17.7,14.4
2025,2,20,boom,116.3,Trey McBride,TE,ARI,6000,15.6,13.8
2025,2,20,boom,116.3,D.J. Moore,WR,CHI,5600,13.0,9.6
2025,2,20,boom,116.3,Caleb Williams,QB,CHI,5400,19.4,18.0
2025,2,20,boom,116.3,Keenan Allen,WR,LAC,4800,11.9,17.1
2025,2,20,boom,116.3,Cole Kmet,TE,CHI,3200,15.2,4.9
2025,2,20,boom,116.3,LAR DST,DST,LAR,3100,13.2,8.0
2025,2,21,boom,112.7,Saquon Barkley,RB,PHI,8000,18.3,17.4
2025,2,21,boom,112.7,Lamar Jackson,QB,BAL,7000,23.3,26.3
2025,2,21,boom,112.7,Zay Flowers,WR,BAL,6200,15.7,14.9
2025,2,21,boom,112.7,George Pickens,WR,DAL,5800,12.4,17.8
2025,2,21,boom,112.7,Dylan Sampson,RB,CLE,5200,7.4,10.9
2025,2,21,boom,112.7,Jakobi Meyers,WR,LV,4900,15.5,12.8
2025,2,21,boom,112.7,Calvin Austin III,WR,PIT,4700,9.9,3.2
2025,2,21,boom,112.7,Mark Andrews,TE,BAL,4700,8.7,1.4
2025,2,21,boom,112.7,LAR DST,DST,LAR,3100,13.2,8.0
2025,2,22,boom,109.4,Chase Brown,RB,CIN,6800,17.7,8.5
2025,2,22,boom,109.4,Brian Thomas Jr.,WR,JAX,6700,15.8,8.9
2025,2,22,boom,109.4,Garrett Wilson,WR,NYJ,6500,15.8,9.0
2025,2,22,boom,109.4,Tee Higgins,WR,CIN,6100,14.2,14.6
2025,2,22,boom,109.4,J.K. Dobbins,RB,DEN,5600,11.9,15.5
2025,2,22,boom,109.4,Trevor Lawrence,QB,JAX,5600,17.9,21.2
2025,2,22,boom,109.4,Tetairoa McMillan,WR,CAR,5400,13.8,19.0
2025,2,22,boom,109.4,Brenton Strange,TE,JAX,3600,15.9,4.7
2025,2,22,boom,109.4,LAR DST,DST,LAR,3100,13.2,8.0
2025,2,23,boom,109.3,Puka Nacua,WR,LA,7600,17.3,27.6
2025,2,23,boom,109.3,Josh Jacobs,RB,GB,6500,17.7,14.4
2025,2,23,boom,109.3,Kyler Murray,QB,ARI,6400,22.5,15.0
2025,2,23,boom,109.3,Courtland Sutton,WR,DEN,6300,14.9,1.6
2025,2,23,boom,109.3,Chuba Hubbard,RB,CAR,6000,14.2,18.7
2025,2,23,boom,109.3,Marvin Harrison Jr.,WR,ARI,5800,15.2,4.7
2025,2,23,boom,109.3,Jakobi Meyers,WR,LV,4900,15.5,12.8
2025,2,23,boom,109.3,LAR DST,DST,LAR,3100,13.2,8.0
2025,2,23,boom,109.3,Elijah Higgins,TE,ARI,2500,8.7,6.5
2025,2,24,lev,107.9,CeeDee Lamb,WR,DAL,7800,18.9,23.2
2025,2,24,lev,107.9,Jahmyr Gibbs,RB,DET,7400,18.4,19.4
2025,2,24,lev,107.9,Chase Brown,RB,CIN,6800,17.7,8.5
2025,2,24,lev,107.9,Kyler Murray,QB,ARI,6400,22.5,15.0
2025,2,24,lev,107.9,Trey McBride,TE,ARI,6000,15.6,13.8
2025,2,24,lev,107.9,Xavier Legette,WR,CAR,3900,18.3,0.8
2025,2,24,lev,107.9,Michael Wilson,WR,ARI,3700,18.0,8.1
2025,2,24,lev,107.9,Jalen Nailor,WR,MIN,3700,21.7,6.1
2025,2,24,lev,107.9,ARI DST,DST,ARI,3400,8.6,13.0
2025,2,25,boom,103.3,CeeDee Lamb,WR,DAL,7800,18.9,23.2
2025,2,25,boom,103.3,Jahmyr Gibbs,RB,DET,7400,18.4,19.4
2025,2,25,boom,103.3,Josh Allen,QB,BUF,7100,24.7,11.8
2025,2,25,boom,103.3,Courtland Sutton,WR,DEN,6300,14.9,1.6
2025,2,25,boom,103.3,Breece Hall,RB,NYJ,6200,12.9,5.8
2025,2,25,boom,103.3,Keon Coleman,WR,BUF,5100,12.4,5.6
2025,2,25,boom,103.3,Troy Franklin,WR,DEN,3700,19.2,24.0
2025,2,25,boom,103.3,LAR DST,DST,LAR,3100,13.2,8.0
2025,2,25,boom,103.3,Dawson Knox,TE,BUF,2700,9.1,3.9
2025,2,26,boom,103.3,CeeDee Lamb,WR,DAL,7800,18.9,23.2
2025,2,26,boom,103.3,Chase Brown,RB,CIN,6800,17.7,8.5
2025,2,26,boom,103.3,Garrett Wilson,WR,NYJ,6500,15.8,9.0
2025,2,26,boom,103.3,James Cook,RB,BUF,6400,13.9,29.5
2025,2,26,boom,103.3,Kyren Williams,RB,LA,6300,15.0,10.0
2025,2,26,boom,103.3,Justin Fields,QB,NYJ,5700,23.8,5.0
2025,2,26,boom,103.3,Kayshon Boutte,WR,NE,4500,10.6,8.6
2025,2,26,boom,103.3,LAR DST,DST,LAR,3100,13.2,8.0
2025,2,26,boom,103.3,Mason Taylor,TE,NYJ,2900,14.4,1.5
2025,2,27,boom,102.1,Justin Jefferson,WR,MIN,7700,18.6,11.1
2025,2,27,boom,102.1,Malik Nabers,WR,NYG,7100,15.8,40.7
2025,2,27,boom,102.1,James Conner,RB,ARI,6600,15.9,12.2
2025,2,27,boom,102.1,Omarion Hampton,RB,LAC,5800,13.8,3.5
2025,2,27,boom,102.1,Marvin Harrison Jr.,WR,ARI,5800,15.2,4.7
2025,2,27,boom,102.1,Geno Smith,QB,LV,5300,20.2,6.2
2025,2,27,boom,102.1,Jakobi Meyers,WR,LV,4900,15.5,12.8
2025,2,27,boom,102.1,Michael Mayer,TE,LV,3300,14.6,2.9
2025,2,27,boom,102.1,LAR DST,DST,LAR,3100,13.2,8.0
2025,2,28,boom,100.5,Nico Collins,WR,HOU,7300,15.1,14.2
2025,2,28,boom,100.5,Chase Brown,RB,CIN,6800,17.7,8.5
2025,2,28,boom,100.5,Josh Jacobs,RB,GB,6500,17.7,14.4
2025,2,28,boom,100.5,Garrett Wilson,WR,NYJ,6500,15.8,9.0
2025,2,28,boom,100.5,James Cook,RB,BUF,6400,13.9,29.5
2025,2,28,boom,100.5,Justin Fields,QB,NYJ,5700,23.8,5.0
2025,2,28,boom,100.5,Tyler Warren,TE,IND,4500,10.6,11.9
2025,2,28,boom,100.5,Tyler Johnson,WR,NYJ,3200,15.1,0.0
2025,2,28,boom,100.5,LAR DST,DST,LAR,3100,13.2,8.0
2025,2,29,lev,100.2,Justin Jefferson,WR,MIN,7700,18.6,11.1
2025,2,29,lev,100.2,Christian McCaffrey,RB,SF,7500,19.2,22.7
2025,2,29,lev,100.2,Jahmyr Gibbs,RB,DET,7400,18.4,19.4
2025,2,29,lev,100.2,Kyler Murray,QB,ARI,6400,22.5,15.0
2025,2,29,lev,100.2,Marvin Harrison Jr.,WR,ARI,5800,15.2,4.7
2025,2,29,lev,100.2,Zach Ertz,TE,WAS,3900,18.2,18.4
2025,2,29,lev,100.2,Xavier Legette,WR,CAR,3900,18.3,0.8
2025,2,29,lev,100.2,Michael Wilson,WR,ARI,3700,18.0,8.1
2025,2,29,lev,100.2,DEN DST,DST,DEN,3500,9.1,0.0
2025,2,30,boom,92.7,Christian McCaffrey,RB,SF,7500,19.2,22.7
2025,2,30,boom,92.7,Josh Allen,QB,BUF,7100,24.7,11.8
2025,2,30,boom,92.7,Garrett Wilson,WR,NYJ,6500,15.8,9.0
2025,2,30,boom,92.7,Tony Pollard,RB,TEN,5900,15.5,9.2
2025,2,30,boom,92.7,Keon Coleman,WR,BUF,5100,12.4,5.6
2025,2,30,boom,92.7,Cooper Kupp,WR,SEA,5000,8.6,16.0
2025,2,30,boom,92.7,Joshua Palmer,WR,BUF,4400,9.6,6.7
2025,2,30,boom,92.7,Jonnu Smith,TE,PIT,3900,17.8,6.7
2025,2,30,boom,92.7,SF DST,DST,SF,3600,9.2,5.0
2025,2,31,lev,89.9,CeeDee Lamb,WR,DAL,7800,18.9,23.2
2025,2,31,lev,89.9,Christian McCaffrey,RB,SF,7500,19.2,22.7
2025,2,31,lev,89.9,Chase Brown,RB,CIN,6800,17.7,8.5
2025,2,31,lev,89.9,Kyler Murray,QB,ARI,6400,22.5,15.0
2025,2,31,lev,89.9,Marvin Harrison Jr.,WR,ARI,5800,15.2,4.7
2025,2,31,lev,89.9,Hunter Henry,TE,NE,4000,18.3,1.9
2025,2,31,lev,89.9,Xavier Legette,WR,CAR,3900,18.3,0.8
2025,2,31,lev,89.9,Michael Wilson,WR,ARI,3700,18.0,8.1
2025,2,31,lev,89.9,SF DST,DST,SF,3600,9.2,5.0
2025,2,32,boom,85.8,Saquon Barkley,RB,PHI,8000,18.3,17.4
2025,2,32,boom,85.8,Ladd McConkey,WR,LAC,6900,15.9,9.8
2025,2,32,boom,85.8,Josh Jacobs,RB,GB,6500,17.7,14.4
2025,2,32,boom,85.8,Kyler Murray,QB,ARI,6400,22.5,15.0
2025,2,32,boom,85.8,Trey McBride,TE,ARI,6000,15.6,13.8
2025,2,32,boom,85.8,Marvin Harrison Jr.,WR,ARI,5800,15.2,4.7
2025,2,32,boom,85.8,Xavier Legette,WR,CAR,3900,18.3,0.8
2025,2,32,boom,85.8,LAR DST,DST,LAR,3100,13.2,8.0
2025,2,32,boom,85.8,Noah Brown,WR,WAS,3100,13.0,1.9
2025,2,33,boom,81.4,CeeDee Lamb,WR,DAL,7800,18.9,23.2
2025,2,33,boom,81.4,James Conner,RB,ARI,6600,15.9,12.2
2025,2,33,boom,81.4,Garrett Wilson,WR,NYJ,6500,15.8,9.0
2025,2,33,boom,81.4,Trey McBride,TE,ARI,6000,15.6,13.8
2025,2,33,boom,81.4,Omarion Hampton,RB,LAC,5800,13.8,3.5
2025,2,33,boom,81.4,Justin Fields,QB,NYJ,5700,23.8,5.0
2025,2,33,boom,81.4,Joshua Palmer,WR,BUF,4400,9.6,6.7
2025,2,33,boom,81.4,Tyler Johnson,WR,NYJ,3200,15.1,0.0
2025,2,33,boom,81.4,LAR DST,DST,LAR,3100,13.2,8.0
2025,2,34,lev,80.8,Saquon Barkley,RB,PHI,8000,18.3,17.4
2025,2,34,lev,80.8,Justin Jefferson,WR,MIN,7700,18.6,11.1
2025,2,34,lev,80.8,Chase Brown,RB,CIN,6800,17.7,8.5
2025,2,34,lev,80.8,Kyler Murray,QB,ARI,6400,22.5,15.0
2025,2,34,lev,80.8,Trey McBride,TE,ARI,6000,15.6,13.8
2025,2,34,lev,80.8,Xavier Legette,WR,CAR,3900,18.3,0.8
2025,2,34,lev,80.8,Jalen Nailor,WR,MIN,3700,21.7,6.1
2025,2,34,lev,80.8,Michael Wilson,WR,ARI,3700,18.0,8.1
2025,2,34,lev,80.8,DEN DST,DST,DEN,3500,9.1,0.0
2025,2,35,boom,75.7,Derrick Henry,RB,BAL,8200,17.9,2.3
2025,2,35,boom,75.7,Christian McCaffrey,RB,SF,7500,19.2,22.7
2025,2,35,boom,75.7,Ladd McConkey,WR,LAC,6900,15.9,9.8
2025,2,35,boom,75.7,Garrett Wilson,WR,NYJ,6500,15.8,9.0
2025,2,35,boom,75.7,Justin Fields,QB,NYJ,5700,23.8,5.0
2025,2,35,boom,75.7,Keon Coleman,WR,BUF,5100,12.4,5.6
2025,2,35,boom,75.7,Jakobi Meyers,WR,LV,4900,15.5,12.8
2025,2,35,boom,75.7,IND DST,DST,IND,2600,8.1,1.0
2025,2,35,boom,75.7,Jeremy Ruckert,TE,NYJ,2500,10.1,7.5
2025,2,36,boom,73.6,Derrick Henry,RB,BAL,8200,17.9,2.3
2025,2,36,boom,73.6,Josh Allen,QB,BUF,7100,24.7,11.8
2025,2,36,boom,73.6,Chase Brown,RB,CIN,6800,17.7,8.5
2025,2,36,boom,73.6,Garrett Wilson,WR,NYJ,6500,15.8,9.0
2025,2,36,boom,73.6,DK Metcalf,WR,PIT,5900,14.9,11.0
2025,2,36,boom,73.6,Keon Coleman,WR,BUF,5100,12.4,5.6
2025,2,36,boom,73.6,Jonnu Smith,TE,PIT,3900,17.8,6.7
2025,2,36,boom,73.6,Elijah Moore,WR,BUF,3400,8.9,10.7
2025,2,36,boom,73.6,LAR DST,DST,LAR,3100,13.2,8.0
2025,2,37,lev,71.6,Derrick Henry,RB,BAL,8200,17.9,2.3
2025,2,37,lev,71.6,Justin Jefferson,WR,MIN,7700,18.6,11.1
2025,2,37,lev,71.6,Josh Jacobs,RB,GB,6500,17.7,14.4
2025,2,37,lev,71.6,Kyler Murray,QB,ARI,6400,22.5,15.0
2025,2,37,lev,71.6,Trey McBride,TE,ARI,6000,15.6,13.8
2025,2,37,lev,71.6,Xavier Legette,WR,CAR,3900,18.3,0.8
2025,2,37,lev,71.6,Jalen Nailor,WR,MIN,3700,21.7,6.1
2025,2,37,lev,71.6,Michael Wilson,WR,ARI,3700,18.0,8.1
2025,2,37,lev,71.6,DEN DST,DST,DEN,3500,9.1,0.0
2025,2,38,boom,67.0,Derrick Henry,RB,BAL,8200,17.9,2.3
2025,2,38,boom,67.0,Josh Allen,QB,BUF,7100,24.7,11.8
2025,2,38,boom,67.0,James Conner,RB,ARI,6600,15.9,12.2
2025,2,38,boom,67.0,Garrett Wilson,WR,NYJ,6500,15.8,9.0
2025,2,38,boom,67.0,Trey McBride,TE,ARI,6000,15.6,13.8
2025,2,38,boom,67.0,Khalil Shakir,WR,BUF,5500,11.4,2.2
2025,2,38,boom,67.0,Dalton Kincaid,TE,BUF,3700,14.1,7.7
2025,2,38,boom,67.0,Tyler Johnson,WR,NYJ,3200,15.1,0.0
2025,2,38,boom,67.0,LAR DST,DST,LAR,3100,13.2,8.0
2025,2,39,boom,65.3,Derrick Henry,RB,BAL,8200,17.9,2.3
2025,2,39,boom,65.3,Josh Allen,QB,BUF,7100,24.7,11.8
2025,2,39,boom,65.3,Garrett Wilson,WR,NYJ,6500,15.8,9.0
2025,2,39,boom,65.3,Marvin Harrison Jr.,WR,ARI,5800,15.2,4.7
2025,2,39,boom,65.3,D.J. Moore,WR,CHI,5600,13.0,9.6
